"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
1,0.00166895,TRUE,0.103002,951.359,0.0686756,395,405,11367.5717780414
2,0.000400065,TRUE,0.106471,931.377,0.0638905,395,405,10660.8134133388
3,0.000268869,TRUE,0.10469,941.395,0.0768643,395,405,11545.7190243402
4,1.46877e-05,TRUE,0.103934,944.372,0.0635237,395,405,10804.629730437
5,2.97635e-05,TRUE,0.101566,957.16,0.0646617,395,405,11820.256603637
6,0.0015654,TRUE,0.102463,953.677,0.0681551,395,405,11181.2103373027
7,2.97257e-05,TRUE,0.0992222,973.931,0.0629588,395,405,10182.2368924608
8,4.34673e-06,TRUE,0.101836,961.03,0.071395,395,405,9453.59148869324
9,5.77973e-05,TRUE,0.0963123,991.668,0.0416005,395,405,9000.63131527592
10,0.000409564,TRUE,0.100027,971.58,0.0682845,395,405,9659.81716491488
11,0.000388609,TRUE,0.100984,964.286,0.0568557,395,405,9351.66798041729
12,0.000368569,TRUE,0.10408,944.479,0.0751639,395,405,10386.7891125136
13,0.000357457,TRUE,0.102911,949.74,0.0617551,395,405,8324.84753028126
14,1.13223e-05,TRUE,0.102802,951.726,0.0650072,395,405,10034.6561944422
15,0.0051538,TRUE,0.100275,970.029,0.0668116,395,405,10501.9895589399
16,0.000614583,TRUE,0.101393,961.356,0.0639552,395,405,9547.93328397723
17,0.00432485,TRUE,0.104105,945.883,0.0689351,395,405,10674.4679915736
18,0.000956453,TRUE,0.104129,939.929,0.072665,395,405,8663.204779366
19,4.15125e-05,TRUE,0.100761,961.58,0.0622962,395,405,10133.377933006
20,1.0655e-05,TRUE,0.0985664,975.631,0.0771064,395,405,9524.47423455981
21,4.06335e-06,TRUE,0.100218,967.156,0.0660602,395,405,9253.89663833014
22,5.20016e-05,TRUE,0.104785,939.43,0.0708653,395,405,10723.3619478899
23,0.001088,TRUE,0.103143,955.11,0.0660938,395,405,9818.46425885673
24,0.00220685,TRUE,0.104239,943.762,0.0681017,395,405,8997.93153086924
25,0.000975829,TRUE,0.0998684,971.191,0.0619946,395,405,10093.6319098209
26,0.00104961,TRUE,0.0992322,971.482,0.0557432,395,405,10419.0381188962
27,0.000626681,TRUE,0.109056,918.346,0.0698031,395,405,9792.67562477454
28,0.000472948,TRUE,0.104515,940.667,0.0702316,395,405,11488.9387080332
29,0.000152104,TRUE,0.104714,940.149,0.067208,395,405,10075.5804695612
30,0.00173932,TRUE,0.0995779,971.907,0.0708805,395,405,7892.119429415
31,0.0073718,TRUE,0.0973832,989.01,0.0623818,395,405,9608.6594796275
32,0.000105222,TRUE,0.101674,958.021,0.0607115,395,405,10277.1678491878
33,0.000689678,TRUE,0.105135,936.6,0.065904,395,405,10501.0444224113
34,0.000140817,TRUE,0.10646,930.289,0.0723211,395,405,10583.8020197196
35,8.86615e-05,TRUE,0.105451,937.898,0.0743385,395,405,9866.89013297601
36,0.00111718,TRUE,0.104783,940.175,0.0674581,395,405,10795.5576522697
37,0.000145164,TRUE,0.105145,936.978,0.0767721,395,405,8662.85825810531
38,1.09185e-05,TRUE,0.108148,918.029,0.0705644,395,405,10723.1474827956
39,0.00019431,TRUE,0.0986938,976.112,0.0576249,395,405,9821.80310427632
40,2.56014e-05,TRUE,0.106139,930.602,0.0651544,395,405,10565.6135268336
41,0.000262577,TRUE,0.102243,954.415,0.0524829,395,405,10232.4569379798
42,0.00397254,TRUE,0.0988475,978.357,0.066112,395,405,9454.53689511164
43,0.000727351,TRUE,0.105115,937.767,0.07202,395,405,9883.97462673215
44,0.00396681,TRUE,0.106252,933.286,0.0803804,395,405,10187.1255393505
45,0.0009774,TRUE,0.101944,957.01,0.0758972,395,405,9334.94346763687
46,6.03069e-05,TRUE,0.101267,963.372,0.0649456,395,405,10791.995705998
47,5.45777e-05,TRUE,0.10467,941.886,0.0692889,395,405,9106.010782469
48,4.44131e-05,TRUE,0.101691,960.39,0.0766755,395,405,11135.1271658616
49,0.000227517,TRUE,0.103067,951.368,0.0700082,395,405,10648.5605246748
50,0.000197028,TRUE,0.100291,967.032,0.0713265,395,405,10694.8757086032
51,0.00149417,TRUE,0.10233,955.39,0.0847308,395,405,8663.72458724685
52,0.000131845,TRUE,0.104251,939.838,0.0587172,395,405,9241.13506847771
53,0.000362337,TRUE,0.105064,944.25,0.0733621,395,405,10392.7112699622
54,0.00738004,TRUE,0.101468,960.129,0.0715595,395,405,10722.7185654747
55,4.55102e-05,TRUE,0.105947,931.784,0.0641936,395,405,10714.0366800749
56,0.000415481,TRUE,0.10135,963.8,0.0638853,395,405,10021.6196170007
57,0.000366637,TRUE,0.100136,968.901,0.0576099,395,405,10888.1465063064
58,0.00021245,TRUE,0.10619,931.293,0.071143,395,405,10417.5795556614
59,0.00107626,TRUE,0.105398,935.884,0.0718419,395,405,10848.260244687
60,0.00554001,TRUE,0.0999359,970.276,0.0571462,395,405,10680.2337609067
61,0.000419912,TRUE,0.102721,951.419,0.0594351,395,405,10484.3610285926
62,0.0026762,TRUE,0.101686,957.115,0.0648643,395,405,9957.98479213282
63,0.00622356,TRUE,0.101584,959.853,0.0606168,395,405,9716.00689717649
64,9.10316e-05,TRUE,0.107905,922.562,0.0728542,395,405,8728.42307812109
65,9.17562e-05,TRUE,0.0971219,983.834,0.0507551,395,405,10318.4620317646
66,0.000799513,TRUE,0.101352,958.133,0.0558468,395,405,9641.9630233329
67,3.34295e-05,TRUE,0.10604,933.162,0.0664157,395,405,11196.7630262863
68,0.000416893,TRUE,0.0979335,976.703,0.0577467,395,405,8955.47181112766
69,0.000469116,TRUE,0.100461,963.16,0.0625863,395,405,10564.5570183073
70,0.00253313,TRUE,0.100068,964.915,0.0554857,395,405,11096.5552355985
71,3.82984e-05,TRUE,0.104822,939.081,0.0680382,395,405,9745.49104399978
72,0.000207583,TRUE,0.103238,945.959,0.0684981,395,405,9116.671050125
73,0.000486649,TRUE,0.109417,916.5,0.0712046,395,405,9886.3470653238
74,0.00225331,TRUE,0.102028,953.518,0.0661882,395,405,10683.7588196505
75,2.86346e-05,TRUE,0.0976273,983.789,0.0653349,395,405,8682.02434558162
76,7.99233e-05,TRUE,0.106439,928.891,0.0669765,395,405,10769.7870775846
77,0.00106176,TRUE,0.0966502,993.93,0.0594792,395,405,11048.6110255515
78,3.89053e-06,TRUE,0.109702,913.346,0.0640369,395,405,12738.701489112
79,6.80933e-05,TRUE,0.103005,952.577,0.0757366,395,405,10900.2390590536
80,0.000587805,TRUE,0.105099,939.578,0.0662316,395,405,9690.1966616618
81,0.0128831,TRUE,0.107511,923.31,0.0747341,395,405,12716.1739302472
82,0.00253025,TRUE,0.104628,941.766,0.0657522,395,405,10600.2196332137
83,0.00129963,TRUE,0.100636,966.862,0.0597893,395,405,11060.8817928058
84,7.96791e-05,TRUE,0.101976,956.861,0.0732852,395,405,10724.0053689092
85,0.000437132,TRUE,0.0972276,984.681,0.0596699,395,405,12176.9487896488
86,8.1215e-05,TRUE,0.103575,949.056,0.0700341,395,405,9462.95517852874
87,0.000427084,TRUE,0.105502,936.44,0.072387,395,405,8838.74343353198
88,0.00344913,TRUE,0.105951,934.112,0.0634925,395,405,11072.7232703848
89,0.000217076,TRUE,0.0949796,998.908,0.0698785,395,405,9913.67107300943
90,0.000229966,TRUE,0.103411,947.13,0.0802621,395,405,9160.99430172044
91,0.0008284,TRUE,0.103161,946.609,0.0685342,395,405,11513.6664991055
92,0.00142136,TRUE,0.101457,960.919,0.0659598,395,405,9431.96753306318
93,0.000819468,TRUE,0.100609,965.642,0.0657684,395,405,10735.164136046
94,0.00118872,TRUE,0.101199,959.319,0.0692168,395,405,11299.2315730137
95,0.000102013,TRUE,0.100322,964.86,0.0677889,395,405,7939.13812610589
96,0.00010728,TRUE,0.104551,942.247,0.0693654,395,405,11477.6850632859
97,0.000116911,TRUE,0.103553,947.827,0.0741358,395,405,10075.6812258697
98,6.8733e-05,TRUE,0.108767,915.168,0.0742768,395,405,10902.9644594792
99,0.00215035,TRUE,0.104224,942.751,0.0823491,395,405,10605.202907419
100,0.00112128,TRUE,0.100984,962.411,0.0767873,395,405,9823.37471849878
