"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
1,0.000310644,TRUE,0.0945727,1007.37,0.221484,400.315,448.8382,9771.74170621947
2,0.000441718,TRUE,0.0915985,1020.26,0.197207,396.442,441.5794,9859.09836792339
3,0.000626448,TRUE,0.0903301,1031.03,0.210042,395.907,439.2305,9582.46361287583
4,0.000502067,TRUE,0.0881827,1040.73,0.209186,395.207,437.4657,9439.79931585587
5,0.000580165,TRUE,0.0944968,1006.3,0.185701,398.79,445.3087,9690.1966616618
6,0.000395899,TRUE,0.0964657,992.347,0.200139,398.534,445.3543,9778.68210638139
7,0.000401163,TRUE,0.0932238,1009.31,0.194077,395.451,440.3188,9620.10059051908
8,0.000833499,TRUE,0.0957685,987.487,0.205914,396.283,445.2465,10226.0125203136
9,0.00453455,TRUE,0.0972492,986.109,0.211453,396.678,443.9041,10154.0711238676
10,8.9495e-05,TRUE,0.0904821,1022.12,0.213555,398.194,444.308,9723.29663565959
11,6.69667e-05,TRUE,0.0896891,1042.65,0.18627,395.696,444.9334,9400.61131825123
12,0.000228245,TRUE,0.0964636,996.319,0.216162,396.914,445.102,9589.07779439893
13,6.31434e-05,TRUE,0.0933153,1013.12,0.186591,399.157,448.3709,9700.27970846544
14,9.14357e-05,TRUE,0.0890073,1046.92,0.200352,395.98,444.9249,9141.95923690305
15,1.62016e-05,TRUE,0.100849,970.62,0.212637,395.804,441.1482,10085.1568190531
16,0.000899482,TRUE,0.0953421,994.261,0.191909,396.676,445.332,9950.22059242648
17,0.0005912,TRUE,0.0954987,995.054,0.19205,394.154,439.7317,10051.1265325868
18,0.0012795,TRUE,0.0955285,997.496,0.203695,398.703,447.7543,9821.99954230277
19,0.00108031,TRUE,0.0943589,1004.66,0.189519,394.65,440.9682,9760.99870007925
20,0.000111656,TRUE,0.0957976,995.7,0.19248,399.624,452.3582,9681.76985675782
21,5.60177e-05,TRUE,0.0961531,991.812,0.197248,396.475,444.4151,10051.8301360699
22,0.000647733,TRUE,0.0988029,981.831,0.207397,397.571,447.7602,9887.83012861056
23,0.000363557,TRUE,0.0978849,989.164,0.200733,396.78,438.4715,9949.32511287036
24,5.51692e-05,TRUE,0.0972223,985.664,0.194432,397.804,450.5158,9523.71230709856
25,8.76739e-05,TRUE,0.0919449,1013.94,0.191262,398.7,449.0529,10124.6669742327
26,0.00158554,TRUE,0.0908158,1022.08,0.173947,395.463,440.596,9389.80682900731
27,0.00102327,TRUE,0.0927097,1014.21,0.185961,397.575,446.1224,9812.08433078972
28,8.72254e-05,TRUE,0.0987551,987.029,0.221892,399.155,450.1736,9692.81336799991
29,0.000741696,TRUE,0.0920891,1008.95,0.190949,396.847,444.3416,9107.19464081985
30,1.1296e-05,TRUE,0.0952302,997.143,0.208799,400.232,450.3751,9943.65561351683
31,1.39203e-05,TRUE,0.0927903,1011.83,0.185639,400.188,449.8128,9495.84867020069
32,3.96776e-05,TRUE,0.0938873,1016.13,0.197105,395.987,447.4822,9586.87256011788
33,9.80035e-05,TRUE,0.100113,969.299,0.222146,399.549,447.9882,10220.0831527346
34,0.000106514,TRUE,0.0901741,1027.42,0.207074,397.344,439.9356,9646.59227651598
35,0.000668281,TRUE,0.0960266,988.31,0.186162,396.506,442.6541,9624.71934721547
36,8.20447e-05,TRUE,0.0940054,1004.88,0.191579,395.826,439.0957,9495.75371218878
37,0.000278439,TRUE,0.0939858,999.215,0.208449,393.691,437.0665,9797.27926408868
38,0.000224635,TRUE,0.0967313,993.567,0.193144,393.39,437.0754,9835.75997171505
39,6.8674e-06,TRUE,0.096622,994.517,0.19804,397.133,440.1049,9483.70175958409
