"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
1,0.000435103,TRUE,0.103538,948.01,0.0686718,395.972,444.0529,11542.9483842645
2,0.0004763,TRUE,0.10691,928.802,0.0639823,395.311,442.7835,10755.5803371537
3,0.0010923,TRUE,0.105598,935.538,0.0771316,398.055,450.6395,11521.9593240436
4,0.000111423,TRUE,0.10469,938.93,0.0639012,399.284,450.6582,10683.8656577729
5,7.8559e-05,TRUE,0.102542,951.172,0.0656825,396.492,444.1889,11924.1376657838
6,0.000636128,TRUE,0.103331,948.054,0.0687352,397.843,445.8107,11166.237549459
7,0.00127591,TRUE,0.10017,967.815,0.0642236,397.046,442.7374,10188.755609839
8,0.000262074,TRUE,0.102559,956.187,0.0722908,397.93,446.5522,9453.78056241376
9,0.000727306,TRUE,0.0969406,987.22,0.0426122,397.06,445.4952,9093.72596203221
10,0.000751352,TRUE,0.100601,967.825,0.0691335,396.181,445.4575,9764.61093782105
11,6.91551e-05,TRUE,0.101659,960.24,0.0574085,395.491,442.2489,9402.49162853965
12,0.000319539,TRUE,0.105009,938.669,0.0759029,397.566,445.7863,10418.7255524411
13,1.69844e-05,TRUE,0.103264,947.52,0.0618871,396.128,440.1401,8390.79037974662
14,0.001324,TRUE,0.103219,949.324,0.0648866,395.411,440.5384,10189.8764346003
15,0.000110941,TRUE,0.100659,967.618,0.0662474,395.119,438.0996,10639.0875219194
16,0.00728253,TRUE,0.102452,955.495,0.0651349,394.445,442.0145,9790.71728549005
17,6.97629e-05,TRUE,0.104856,941.444,0.0697407,396.641,439.8131,10674.3612474275
18,6.32394e-05,TRUE,0.105511,931.138,0.0742599,399.956,449.1804,8517.51576134918
19,0.000207933,TRUE,0.100981,960.909,0.061853,393.076,432.3013,10469.7978904886
20,3.87846e-05,TRUE,0.0997327,967.899,0.0786103,397.113,447.9179,9511.3395251501
21,0.00156686,TRUE,0.100956,962.725,0.0665738,395.165,443.7694,9399.38931821159
22,0.000814083,TRUE,0.105676,933.916,0.0714583,397.619,445.4048,10680.2337609067
23,0.020001,TRUE,0.104375,947.562,0.0672194,397.887,446.4598,9785.62743597716
24,0.000266695,TRUE,0.105641,935.136,0.0695904,398.843,451.029,8886.95722040914
25,7.46954e-06,TRUE,0.100828,965.372,0.0631752,395.905,439.4924,10230.1037435118
26,0.00335652,TRUE,0.0999204,966.259,0.0564954,398.823,450.5865,10374.4361849194
27,0.00247177,TRUE,0.109519,915.305,0.0698284,397.494,444.3032,9768.41987878201
28,0.0012286,TRUE,0.105442,934.757,0.0712973,398.393,448.6243,11432.6662808372
29,7.78486e-05,TRUE,0.105609,934.586,0.0682438,397.919,446.2361,10049.5184809891
30,0.00214561,TRUE,0.100369,966.779,0.0716087,396.621,441.2165,7911.71617552114
31,6.22926e-05,TRUE,0.0985329,980.604,0.0637982,399.958,447.016,9409.64023830496
32,0.00925342,TRUE,0.102286,954.653,0.0610563,394.681,439.8207,10471.8920594766
33,0.000582937,TRUE,0.106382,929.029,0.0674929,398.942,446.2352,10452.3279194974
34,0.000787672,TRUE,0.107077,927.491,0.072403,392.879,438.8583,10945.5690458133
35,0.000540332,TRUE,0.106134,933.885,0.0747365,396.387,444.7763,9868.86370835356
36,2.96373e-05,TRUE,0.105309,937.276,0.0674334,394.804,441.4059,11019.1505813081
37,0.00145693,TRUE,0.105062,938.014,0.0758827,392.919,432.6563,8916.24345911052
