"run1","run2","run3","run4","run5","run6","run7","run8","run9","run10","run11","run12","run13","run14","run15","run16","run17","run18","run19","run20","run21","run22","run23","run24","run25","run26","run27","run28","run29","run30","run31","run32","run33","run34","run35","run36","run37","run38","run39","run40","run41","run42","run43","run44","run45","run46","run47","run48","run49","run50","run51","run52","run53","run54","run55","run56","run57","run58","run59","run60","run61","run62","run63","run64","run65","run66","run67","run68","run69","run70","run71","run72","run73","run74","run75","run76","run77","run78","run79","run80","run81","run82","run83","run84","run85","run86","run87","run88","run89","run90","run91","run92","run93","run94","run95","run96","run97","run98","run99","run100","Yr"
23953.7540527899,23691.1501936995,23690.2443292196,24736.4969201588,25615.0216802436,25191.296367062,24877.3587443644,24769.6239258156,25126.7177321352,26139.7313609598,24561.2608775283,25698.5374694046,24296.3660263562,24260.8416341852,24808.1038257192,23536.3649809299,24101.6059330293,24753.9627983309,24214.8571843401,24552.2700386126,24033.179070229,23849.4792813153,25300.9813015208,24507.0438728947,25142.0196379746,26066.229908512,25275.9368092552,24123.9726702259,24296.7374287906,24118.4107734941,24278.4336405112,23469.7407917189,24470.8449788078,24460.3274272522,24342.0113137733,24853.9092770232,23999.127043584,24165.9954919594,23819.8685316684,24895.1574422578,25152.9585825184,24196.7942084718,25531.9642611448,24423.0634177049,24347.8966228702,25314.6031610746,24434.9748711836,22987.2957982894,25107.7291489954,24346.2049559199,22936.393665222,25040.8958589744,23519.9560021718,24736.756757238,25314.9933677099,24186.6133870486,23755.4499964862,24070.4174884117,25272.7622319773,24669.0488330485,24378.428443898,25285.7860607236,24400.7043969496,23301.4401855959,24860.6233436102,24129.0660932415,25395.6113063771,25131.9981095235,24554.187375176,22791.3878795974,24606.6727562114,24428.3822986735,25291.4274153519,24878.9581679578,24650.2857776892,24988.5996384328,24901.2924614361,23348.2133307556,24820.7777114705,24883.106853211,24822.2912871632,24347.6132270317,24087.6051241386,24930.4973095962,24727.1140841668,23678.7733207452,24255.3800796911,24546.6327419013,25038.5076060994,23543.7049532557,25477.6735770193,24974.7248600868,24143.0502221372,23817.4091028298,24218.4786611382,25121.7438452413,24712.7363711907,24206.1749019452,24392.238158222,24232.6962067546,1990
24126.0558016925,24010.3723541907,23617.6330488907,24940.5194321455,25788.0173796869,25173.9645205385,24932.0175976798,24656.5873800794,25377.4416684628,26246.038952068,24570.4614475103,25753.9262527583,24265.0750506473,24362.3872364929,24640.8193903316,23636.0125372811,24328.8968679901,24879.134868304,24414.7821063327,24544.9406082493,24193.4397462194,24071.0751477547,25204.6134932934,24505.1654212722,25124.2975883158,26017.6770552906,25062.2357424941,24253.4045486941,24066.9907816775,24021.9054283694,24169.7943956399,23388.7513002747,24342.5996457286,24226.3419023815,24209.8847379074,24815.6916986007,24013.1696530307,24185.9836283141,23954.9545970931,24785.6640658251,25253.631436456,24208.1400209485,25441.9823766453,24384.5085532675,24246.7956676142,25278.9456643801,24377.0282677398,22900.2566116485,24859.7935784962,24227.4428349281,22964.2356430911,25093.4425901592,23735.1434375558,24702.9407990681,25452.1863437361,24281.9498585281,23700.9625003336,24504.791684681,25560.4444608927,24755.1541707574,24442.0693147297,25171.092079654,24299.7619770216,23766.7853970548,25004.4707400012,24270.5883604358,25471.23492557,25045.6752384757,24757.5318733678,22973.8466816803,24527.9600440915,24368.8922482397,25537.9507279284,25197.9392062811,24464.2357678159,25093.1661184266,24861.865907416,23653.4011941381,24774.9826925629,24790.6965268948,24873.0655586389,24414.6227339768,24434.6079022573,24828.2336546947,24696.6806623872,23548.3073691899,24376.1460241101,24237.0463966155,25158.5071109214,23749.8847194137,25714.6434164947,25097.1747302439,24093.7564937669,24063.3069016334,24405.2527277761,25281.4311627275,24824.7003608566,24340.6501485104,24248.7832344754,24266.4661842465,1990.5
24086.2400800549,24057.8403365047,23529.7633152947,25011.4331944784,25899.3462303402,25103.27263928,25094.6659301337,24641.3012278555,25290.6607086456,26248.5022424941,24542.6524592667,25656.9037211937,24045.2091050541,24428.1789973762,24661.9173458118,23796.3874650219,24404.4887627832,24790.4425335657,24338.6081388288,24653.3824338359,24271.8230144503,24327.6553472965,25128.6933661577,24367.0101437251,25097.4812404898,25806.4145472192,24913.7805700609,24259.2377336418,23948.0043878727,23948.2858011308,23981.8040658182,23151.9554157307,24219.8892312785,24180.0928748689,24008.9983522751,24905.5372342801,23910.8867651057,23967.9297830522,24117.7262393638,24544.7064978648,25279.3059605234,24211.708422472,25177.271056871,24455.161576432,24119.0605421846,25023.4485477061,24423.7935725,22995.8271361673,24666.256405139,24171.7440034293,23156.5252011029,25021.1492119095,23707.6501542599,24782.2192470046,25222.4364502976,24185.7119267599,23612.9616226478,24752.7187619065,25778.0422921625,24877.3921773376,24363.87245921,24891.420310099,23908.7586825101,23944.0020417228,25095.72344092,24180.6741274797,25775.734990672,24813.7838293866,24848.9294148851,22897.5694757712,24500.3374782817,24098.5983910934,25527.7364119703,25331.1408657361,24251.8815049375,25091.5275906498,24607.9368365715,24002.5369347527,24834.601698749,24674.8200590982,24751.3227085841,24544.680197095,24577.3325617625,24805.29492279,24793.9708030717,23594.9028825294,24647.1570519213,24065.2103519859,25057.513819272,23857.0068364203,25781.7707536444,25136.8631554711,23972.0680977809,24200.4422175948,24627.3295909427,25286.4477776055,24807.0920791742,24265.1258780818,24208.6837990718,24210.6252093131,1991
23827.2459811398,24018.3647669958,23835.8917977091,24863.5854680314,25984.2025236442,25187.0720935051,25262.7628337905,24677.6100078897,25413.6180494884,26301.9304841445,24527.4689732316,25707.9824015666,24067.5529397254,24500.8385728301,24518.427739086,24052.5003602467,24426.301875095,24805.0623895606,24186.3730918287,24744.2324853657,24293.5310000721,24581.5736585358,25229.3211864506,24251.1368295951,25029.046458973,25693.4518884194,24777.505586729,24089.6168073783,24021.1944052092,23822.8142758692,23958.0466734778,23546.4115267993,24086.6499576477,24408.990627109,23968.6069577751,25020.3494448768,24082.791770797,24161.9584237462,24199.6491536583,24328.6785250284,25118.0423304976,24337.5708470391,24953.9226862527,24588.4573718443,24260.0892598822,24856.9861412328,24450.9753042688,23094.0226978501,24845.6991779019,24002.494389558,22965.6850057712,25143.0357027935,23927.5450037359,24952.7624555775,25094.4020906017,24273.9668875174,23583.0060477483,24970.0173507129,25582.6553782942,25076.9206868974,24396.1863906571,24676.7572428154,23654.4660609508,24003.2197580805,24914.0856842456,24118.0585145172,25733.0844993522,24942.9266778254,24955.8953734421,22949.0875729157,24530.5409766755,24028.2270792244,25324.557039069,25426.3861900516,24181.8409492944,24924.1606100326,24894.4635354808,24431.4935033591,24831.6376353527,24598.2188014125,24832.4149548801,24780.9424525221,24784.2244515449,24772.3275848211,24782.3637382023,23740.8849399108,24650.930557921,23915.2433930735,24982.7105410613,23968.7914570059,25732.8464998248,25101.6811554538,23861.1312453229,24343.8656563725,24747.6324125483,25290.9123581952,24838.338609524,24309.104446074,24313.7908507398,24072.6440664751,1991.5
23569.7946928617,23940.3535063957,23852.8399520785,24577.5612142681,25900.0221953994,25215.2900909811,25224.2043240429,24639.3307011621,25562.7572420939,26276.9940017835,24398.7476283822,25745.8605100886,24130.8748109378,24542.4805172502,24371.7040773342,24276.0191087495,24389.2328009179,24688.7136364156,24059.518735344,24761.9102704753,23983.99993563,24732.2883526266,25345.4189787596,24294.4911898439,24741.1343592057,25358.2830900698,24659.455887324,23907.2826423162,24084.5343727897,23756.5820001511,23816.5400516305,23634.1107106925,23884.9330802857,24575.0814116249,23997.171989102,25332.8328366317,24226.8102546198,24428.1646234913,24236.8363301031,24121.6808393516,24892.6862419051,24318.9274253234,24782.1853654869,24805.0310196068,24309.8746613668,24680.2302305439,24519.8410021707,22959.5120427798,25022.4335677861,23967.0396379008,22882.2706559787,25016.154176112,24053.4968157085,25128.4276129043,24926.6068189185,24350.6910282757,23268.1505837536,25126.4834006753,25259.0975682706,25032.8164551784,24376.369426698,24691.7620750972,23408.3110925384,24065.9128803452,24745.8887592298,24124.3356716567,25662.9542598442,24704.6514050248,24977.1596968766,22957.5646177572,24349.8960445511,23872.0110133391,25073.704430796,25283.6092072559,23938.9576143637,24897.6148256062,24974.0685610512,24501.8458249876,24656.4479911196,24473.657814255,24798.3517082709,24896.9299320775,24851.8092089687,24827.9968678694,24889.0994835337,23836.0053408268,24715.3625048911,23771.263884954,24773.6823281827,23941.93069764,25618.91669291,25228.4637412257,23747.2180826806,24299.885038275,24902.2748563736,25335.3604911491,24788.3589157784,24396.4941178088,24268.9411002296,24050.3655941063,1992
23483.154333867,23756.8372749677,23865.3782247393,24440.4830712737,25915.8348226621,25254.4708905447,25407.2863648409,24767.9773259716,25726.1036206655,26251.0369297715,24317.7704062432,25649.9540382477,24225.8086546121,24604.1448499545,24445.8436234632,24393.3799251979,24366.3926204326,24588.205313679,23942.5799914394,24759.2334241849,23833.0796470746,24693.9372991384,25340.4290248209,24204.8205654323,24783.9492163846,25185.4174219719,24748.8255073518,23937.6875834725,24054.8935057278,23939.8674695827,23709.9144392145,23758.3329691429,23959.5777597185,24652.1543103702,24206.3908324885,25399.3418725611,24294.7690154536,24718.2590439062,24331.3281637882,24114.6996812342,24619.0203382762,24465.2317869569,24902.3478959597,24762.1094802927,24563.890139095,24627.6010225337,24686.7416032251,23201.763573935,25244.4863152445,23971.6340395459,22983.1091463546,25066.7047957774,23975.2676285253,25355.6124794308,24948.6587395698,24463.64088327,23043.0762269789,25190.2321730413,25156.5396684367,25044.4150629591,24575.6483632676,24829.1334704353,23332.9455157328,24141.1052602037,24686.2867386125,24029.5190140736,25586.867981626,24698.2038067455,25028.1583744626,23092.1293456706,24268.1871294403,23881.0008610009,24961.051777006,24989.6516373254,23986.2305288936,24759.8677813549,25070.9861844307,24883.2195455701,24571.0157118053,24596.4160917405,25164.7710397279,25027.8041663799,24877.8935035622,24823.3693665397,24815.1744702645,24090.02021259,24918.1358231092,23882.3096818374,24751.3026842799,24160.7750846679,25622.7805727078,25311.8446752863,23647.2258491172,24349.8382736887,25074.8304144581,25171.0089217278,25013.4712139529,24312.5842163828,24436.4006679882,24218.4271055283,1992.5
23570.3088034158,23911.1149989936,24195.6097036171,24465.5928539405,26358.6645623671,25654.7885082106,25697.4233309722,25198.6898221938,25929.8229363266,26402.9192747274,24657.2579790807,25965.4331044795,24500.0449711871,24734.6394615887,24725.3211924142,24919.1520554535,24662.0616754344,24706.3478327165,24085.6728509357,24875.1111482116,24117.7808701475,24968.8676918097,25425.0533534535,24444.8915878925,25283.9271827267,25524.6602801489,25136.8055901991,24060.5083469995,24382.1785276439,24236.4946922552,23888.7212160327,24256.283468043,24069.7299361009,24956.1912374727,24575.8568720956,25677.0999992556,24525.1556075442,25037.206598204,24614.3600832591,24379.2829639747,24503.7080708219,24763.8142557432,24788.120015555,25270.3029863819,24793.9683384858,24753.4982428558,24831.9689880772,23712.0140197342,25692.9205200353,24247.0661247612,23356.7198168147,25202.7112431998,24153.4955039206,25588.9072467451,25130.2605501299,24698.0169978501,23116.2907593583,25481.4466952349,25308.6845425921,25262.7495335104,24842.1213336542,25106.5108649379,23830.645764511,24588.8234651392,24830.5131336076,24233.8211514496,25643.9373958167,25064.5351835397,25254.6667812478,23419.8641194934,24549.8024988957,24105.9786473497,25022.0600740012,25000.0088180942,24319.269876212,24784.7945268753,25226.3170045684,25287.0290218798,24941.8406671999,25006.0958909914,25480.1032864539,25242.6869804418,24998.9118848656,25152.8542733947,24893.3129961412,24424.9307628484,25248.3278842501,24105.2686153951,24740.0971066234,24418.1134006339,25784.0025109776,25658.4277512394,23933.4816935616,24754.7131121468,25389.8712071014,25246.4429457617,25363.3078765719,24635.105199014,24767.050997537,24391.8204370014,1993
24553.573058012,24822.6305307927,25256.3438846921,25452.0296135452,27313.2403450086,26997.0094420086,26813.4601225931,26263.3967197908,26640.4627938801,27404.4551759875,25460.4667865166,26850.6135849598,25334.0235760753,25739.5055503139,25544.9497884739,25936.9793227029,25683.313954184,25711.3894307382,25037.7537026905,25794.8663152925,25241.1334621232,26103.023924261,26379.325527851,25599.3315503453,26313.2429831872,26608.2844341859,26298.4756898211,25204.1025729097,25493.6631804518,25362.8569939096,24917.7444503524,25191.5128364853,25282.0448792143,25799.464314924,25900.4701531849,26558.2076793947,25476.5476983217,25911.6491447204,25615.7657891067,25352.2487317394,25170.6705257891,25723.9235829079,25922.5248637793,26302.0377093001,26007.4085310678,25695.2779397385,25703.0109355056,24756.3870286827,26759.8422347361,25335.8520427029,24401.0952003976,26301.3057304404,24994.4427267773,26433.0855291305,26230.8396733169,25768.0740869378,23922.9711041689,26179.4632748807,26158.2950516808,26164.4829108479,25781.8083254415,26045.8313742449,25049.0372914293,25571.1616862291,25604.6222246086,25475.3422878396,26521.3926566549,26099.7770977801,25936.561604673,24498.1356341321,25655.6485748715,25130.3531046665,26003.7456424674,26055.8125035627,25480.0832759165,25764.5916286617,26029.6286181139,26233.6300623216,25853.308509374,26033.0575010117,26704.4553542671,26208.4189885293,25785.5469812448,26168.6213534174,26027.6418171499,25369.2401201767,26110.1828547671,25206.6930217304,25868.6437527983,25265.6830877724,26648.3052696624,26685.1453087251,24943.4507290193,25703.8981234292,26269.4259613597,26313.099974744,26246.8108012374,25582.3372133884,25875.8050555853,25335.4884202836,1993.5
25565.5604237233,25697.1549209718,26263.5828728472,26487.5098180892,28212.5395521856,27961.218339882,27742.3093600916,26946.6822699215,27480.2696483236,28249.953232432,26376.8544210296,27763.3989260445,26006.1312385084,26468.4976279283,26383.6781578421,26904.3518610011,26664.9971806191,26649.8977633013,26120.3681644052,26508.4422980862,26271.9598064452,26962.2945412721,27141.2668985529,26622.5643964372,27071.2517532339,27837.4870149155,27328.7390613806,26102.6903169412,26407.4258310982,26234.4770554422,25815.443958118,26003.8575874734,26193.5344444319,26787.1358658431,27200.8451077731,27405.503985611,26292.0911909185,26865.2992312944,26573.345694021,26067.0216996045,26053.2435377267,26675.6475195781,26827.6302018164,27185.8838495204,26924.6472824081,26689.2392811564,26471.6438863395,25760.1886323539,27683.5340973431,26334.0765157421,25433.7534681599,27365.2673106617,25931.2229757851,27358.8890547783,27185.9813494146,26546.5471421898,24817.8806569796,26741.3214614556,27102.3967779205,27061.2208991805,26593.1161324403,26864.1475784063,26229.3237875573,26224.3432932517,26579.1105597955,26236.4268868258,27204.270347176,27041.4201308406,26823.3919147373,25447.8800191116,26609.1570065188,26231.5503969167,26893.4473999827,26984.8159668072,26441.5601677523,26760.6703317455,26802.6240058376,27040.1533478043,26841.2819452482,27085.1773395541,27692.2389361603,26963.3074793803,26591.8929166002,27240.7878424869,27027.1479177849,26442.8279295946,26790.2069727187,26221.6236064734,26741.2573095854,26025.7808036848,27505.4864222069,27467.789553468,25958.8985262029,26846.9275883018,27127.6784828548,27161.7346298364,26781.7024990895,26304.2279349115,26811.3753509818,26281.026300191,1994
26083.3889935239,26158.5354366721,26506.2499631118,26891.7830964941,28543.2613769524,28147.1820234936,28082.3646949696,27455.5014988167,27719.4444406575,28299.0261870611,26904.9226246626,28148.4285124132,26357.8431277342,26736.7173733263,26624.4190463791,27375.0765808506,27105.7863424492,27117.601931969,26295.4073272971,26795.6204444585,26526.6648402959,27226.0913408834,27664.4631596103,26722.3238097285,27308.9464015485,28258.6187981464,27679.8851333018,26490.1319094689,26820.3593669191,26732.6601948375,26304.8971093205,26258.4746488709,26593.7735366625,27086.0912236213,27531.6143477094,27661.4217767289,26431.6888335699,27068.3946975487,26791.5083810941,26379.025629119,26454.922135107,27094.049643241,27173.2640315599,27535.8642776413,27222.1129549342,27170.2569943021,26624.0371636041,26159.4827977054,27864.3224805628,26707.913152368,25891.1287743786,27828.6220379504,26296.7669019285,27773.2190066608,27405.632195711,26762.4621110249,25132.0612454007,26868.7060182318,27395.3054349241,27627.1990025961,26754.2626360555,27285.1429067634,26637.4399113781,26488.9070852919,26898.9264038374,26592.3080045635,27449.3958461265,27487.9880938489,27122.6725425367,25884.1991078103,26893.9854975727,26590.0410538991,27174.1677343026,27176.5448828825,26948.0683820045,27196.7890136481,27194.9236705435,27275.8909825066,27136.1079555355,27386.0083692857,27890.1755157631,27191.0288344191,26793.7172762563,27364.5527286243,27281.6100179422,26847.1133654352,26906.6942714313,26263.4312078635,27124.1300248588,26281.9372189744,27696.3805997414,27838.5811489489,26296.2061072456,27248.1478139064,27444.9880727062,27561.4614366567,26809.115958688,26358.9853229287,27256.2295402863,26834.4509742601,1994.5
