"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
1,7.04617e-05,TRUE,0.0874399,1039.16,0.202232,397.315,441.0984,7756.75999832521
2,0.000123151,TRUE,0.0806697,1108.55,0.140893,397.346,444.0742,9992.79887429415
3,0.000349699,TRUE,0.0892988,1031.58,0.194864,397.096,441.912,9643.98804818796
4,0.000262532,TRUE,0.0933109,1000.95,0.172055,398.535,448.1009,11118.5481807956
5,0.00177678,TRUE,0.0815753,1100.03,0.168062,395.544,443.9317,10755.5803371537
6,0.00917384,TRUE,0.0857789,1062.52,0.166319,397.32,443.6919,10101.7100461725
7,0.00021762,TRUE,0.0851576,1073.29,0.18485,394.554,438.3931,9956.3916420215
8,7.03768e-07,TRUE,0.0805669,1114.81,0.174908,398.224,444.2845,9118.95050280724
9,0.000689882,TRUE,0.0973992,976.125,0.174929,398.216,446.8544,8838.92021016841
10,0.000462256,TRUE,0.0683637,1251.3,0.108894,396.693,439.9443,9865.3115568442
11,0.001464,TRUE,0.0823832,1090.83,0.164097,396.468,440.4908,8048.49180947805
12,0.000177414,TRUE,0.0950584,990.477,0.181809,397.079,440.4014,10543.4490193057
13,0.000880021,TRUE,0.0834113,1083.74,0.114905,393.46,440.2031,8289.62490149408
14,0.000235019,TRUE,0.0891427,1032.36,0.214387,397.164,446.5888,8820.81898383377
15,0.00454443,TRUE,0.0902878,1034.5,0.154733,398.376,446.4797,10714.1438209774
16,0.00336789,TRUE,0.0821328,1089.65,0.184819,400.76,452.5652,10618.4676998214
17,6.5779e-05,TRUE,0.101079,957.256,0.19567,396.009,440.6817,9394.03319294093
18,0.000139831,TRUE,0.092613,1008.79,0.212341,396.809,445.289,10554.4199101601
19,0.000677234,TRUE,0.106297,923.59,0.190438,396.48,441.4421,11229.0561836275
20,4.12514e-05,TRUE,0.0833914,1087.83,0.133864,395.425,444.581,8304.80880409725
21,3.47707e-06,TRUE,0.100243,960.403,0.198525,394.455,442.0016,11481.4733243855
22,0.000428547,TRUE,0.0789007,1119.18,0.18173,397.23,447.2589,9555.57468675798
23,0.000482168,TRUE,0.0963629,978.884,0.192657,397.267,443.656,9467.30913924505
24,0.00067122,TRUE,0.0869945,1039.72,0.181666,396.396,443.0097,10350.8094151704
25,0.00085349,TRUE,0.0894792,1028.96,0.153414,395.233,440.467,10063.3963900477
26,0.00210395,TRUE,0.0937709,996.012,0.18446,394.353,436.15,8920.25667157221
27,0.00290297,TRUE,0.0911953,1011.71,0.173755,398.194,443.7868,8465.80171945134
28,0.00563665,TRUE,0.0895442,1030.35,0.191621,396.869,446.1006,10461.1115635638
29,0.00029684,TRUE,0.0772998,1139.47,0.203021,393.168,436.9811,9116.12406627167
30,0.000935718,TRUE,0.0886592,1043.17,0.197745,391.952,434.0158,7935.64567372628
31,1.81699e-05,TRUE,0.08133,1107.49,0.168858,393.451,435.1203,10375.8887076595
32,0.00454276,TRUE,0.104902,925.832,0.176707,395.996,445.1173,10798.1488970432
33,6.21696e-06,TRUE,0.0963079,982.344,0.217534,393.768,439.2025,11961.7579202245
34,0.00141147,TRUE,0.104421,932.572,0.203021,395.586,440.9532,8800.64241934445
35,8.08482e-05,TRUE,0.0965984,988.338,0.174027,395.549,439.1284,10596.5102055298
36,0.000926744,TRUE,0.0908319,1026.8,0.200718,396.238,443.7851,9187.2322478016
37,0.00384777,TRUE,0.0876224,1052.65,0.16526,396.739,443.8467,10157.8288253153
38,3.77336e-05,TRUE,0.0966139,986.918,0.198804,394.763,441.3691,12482.8377513764
39,0.000250202,TRUE,0.0951888,987.573,0.182115,395.751,443.511,10057.4607373673
40,6.40056e-05,TRUE,0.0837213,1067.9,0.161037,396.847,447.418,9375.73267701669
41,0.000782811,TRUE,0.10034,962.129,0.18028,398.131,450.2943,8077.84170406652
42,0.00167612,TRUE,0.0846006,1067.26,0.178864,398.102,445.8616,9238.54791287722
43,0.00297599,TRUE,0.104434,924.167,0.194393,398.203,449.4667,8884.73575879831
44,0.0036177,TRUE,0.0817735,1093.77,0.154352,396.579,444.8801,10369.7687388903
45,0.000251639,TRUE,0.099497,958.104,0.167749,398.35,447.1174,10927.414473661
46,9.82252e-05,TRUE,0.0926824,1003.79,0.209174,395.725,444.7424,9244.09270489621
47,0.000678031,TRUE,0.100645,958.728,0.193417,397.696,448.9332,11050.3789447454
48,0.00851957,TRUE,0.0866687,1053.12,0.19395,396.218,443.5825,8823.46562650546
49,0.00144848,TRUE,0.0889146,1035.47,0.235971,395.495,439.6227,10620.5916057448
50,6.47266e-05,TRUE,0.0913774,1010.49,0.169987,398.036,446.8454,9676.44634743586
51,0.000130798,TRUE,0.102047,944.459,0.199426,398.88,448.2324,8834.76689377544
52,0.000263934,TRUE,0.0870612,1053.04,0.172713,396.788,442.5165,10152.6496534155
53,0.000632314,TRUE,0.0844151,1074.7,0.170483,397.524,446.7531,9448.20447698888
54,0.0043233,TRUE,0.0867548,1051.04,0.178415,396.018,440.9911,10368.5244413009
55,0.00212788,TRUE,0.0889918,1035.08,0.161444,397.72,446.1988,11627.4039444768
56,0.000493057,TRUE,0.0984896,960.648,0.198693,396.122,441.4926,10489.2898364551
57,0.000295896,TRUE,0.0849938,1072.61,0.169999,394.289,439.2746,10128.9202274826
58,0.00346938,TRUE,0.0885454,1042.18,0.187738,396.158,445.6665,9244.83226189448
59,9.99395e-05,TRUE,0.0930651,996.232,0.174594,395.848,440.5211,8443.90366322198
60,0.000736817,TRUE,0.0944069,990.787,0.180767,397.489,443.3469,9675.76901989827
61,0.00447608,TRUE,0.0885385,1039.03,0.164245,397.993,448.6339,9892.57742633262
62,0.00165054,TRUE,0.0882771,1035.64,0.185783,395.393,442.5447,10425.8126951722
63,8.52129e-05,TRUE,0.0939978,1006.73,0.192596,396.138,442.5622,10292.4922431214
64,0.00210652,TRUE,0.088265,1037.13,0.208596,397.196,446.0633,8605.35531944003
65,0.000193955,TRUE,0.0891851,1036.01,0.181622,397.22,444.6174,10312.7884380284
66,0.00135037,TRUE,0.096014,991.862,0.206125,394.881,444.7446,8941.6909984878
67,0.000114543,TRUE,0.0821561,1101.49,0.131474,392.076,433.5895,9924.48286583564
68,0.00633537,TRUE,0.0898267,1035.19,0.154692,395.943,438.4529,9627.79975024477
69,0.00490648,TRUE,0.103914,925.064,0.17768,397.516,447.9916,9677.12372238801
70,0.0019872,TRUE,0.0830419,1075.1,0.151257,399.154,446.7572,8368.50053597154
71,0.00219246,TRUE,0.0885247,1046.15,0.208429,395.033,442.3465,9328.5978638287
72,0.000135241,TRUE,0.0912971,1020.23,0.180621,399.677,450.9287,10361.3726270961
73,0.00647756,TRUE,0.0836534,1080.79,0.169265,395.134,438.0509,9881.89920998693
74,0.000448403,TRUE,0.0792222,1114.87,0.131591,394.603,439.3941,8560.46679692496
75,6.7117e-05,TRUE,0.0916313,1012.27,0.175301,396.146,443.1388,9954.20147678725
76,0.000213294,TRUE,0.0885756,1045.38,0.200734,395.928,441.3923,10447.8343846712
77,0.0037138,TRUE,0.092773,1013.71,0.207077,392.379,436.1504,10063.3963900477
78,8.81308e-05,TRUE,0.0909919,1021.09,0.147333,398.215,444.6971,8565.77593200085
79,0.0024884,TRUE,0.0969985,975.237,0.142087,393.823,435.2312,9318.06250184313
80,0.000286004,TRUE,0.0822212,1083.69,0.174471,396.95,445.9208,9598.6716683308
81,0.00304017,TRUE,0.0833635,1087.4,0.157776,394.982,440.3012,9059.14478509092
82,6.91465e-05,TRUE,0.0967278,984.195,0.168471,395.164,440.5059,9255.19227455192
83,0.000292819,TRUE,0.0892448,1030.21,0.153924,396.576,441.5275,10118.3916262676
84,0.00121437,TRUE,0.0883376,1035.25,0.18406,397.229,443.6299,10016.0090811119
85,0.000265266,TRUE,0.101641,951.253,0.18298,396.673,446.5696,9118.58575208218
86,0.000382945,TRUE,0.108096,908.93,0.199266,399.341,449.6598,9118.76812562096
87,0.000248169,TRUE,0.1008,947.934,0.167939,394.886,440.9043,9840.87589692561
88,0.00698936,TRUE,0.0756,1160.17,0.140397,396.894,442.4454,11585.0412789754
89,0.000280034,TRUE,0.0880508,1043.51,0.166113,396.048,438.8893,9362.8030893898
90,2.51343e-05,TRUE,0.0793061,1115.62,0.194879,400.213,447.7251,8638.46341071873
91,0.000686298,TRUE,0.0890935,1036.36,0.189931,395.866,445.5366,10299.9055059909
92,6.08948e-05,TRUE,0.0982586,967.903,0.176067,396.774,442.2963,11361.2077199482
93,0.00349696,TRUE,0.0927421,1000.77,0.199286,396.56,442.2498,9491.57649960958
94,0.000174257,TRUE,0.0956669,980.792,0.183011,396.555,443.3966,8854.49040749277
95,5.92823e-05,TRUE,0.0734892,1178.34,0.151884,398.345,444.4181,9228.1142498655
96,0.00135001,TRUE,0.0920161,1012.46,0.206252,397.521,445.976,8876.29926779516
