"replist1","replist2","replist3","replist4","replist5","replist6","replist7","replist8","replist9","replist10","replist11","replist12","replist13","replist14","replist15","replist16","replist17","replist18","replist19","replist20","replist21","replist22","replist23","replist24","replist25","replist26","replist27","replist28","replist29","replist30","replist31","replist32","replist33","replist34","replist35","replist36","replist37","replist38","replist39","replist40","replist41","replist42","replist43","replist44","replist45","replist46","replist47","replist48","replist49","replist50","replist51","replist52","replist53","replist54","replist55","replist56","replist57","replist58","replist59","replist60","replist61","replist62","replist63","replist64","replist65","replist66","replist67","replist68","replist69","replist70","replist71","replist72","replist73","replist74","replist75","replist76","replist77","replist78","replist79","replist80","replist81","replist82","replist83","replist84","replist85","replist86","replist87","replist88","replist89","replist90","replist91","replist92","replist93","replist94","replist95","replist96","replist97","replist98","replist99","replist100","Label","Yr"
12342.4,11158.6,11332.1,10976.8,11234.7,10887.6,10784.3,8670.66,9207.43,10694.7,10083,9633.71,8337.8,10501.9,10580.6,9343.86,10471.8,8300.35,10271.7,9374.75,9395.97,10387.8,10255.5,8689.4,10193.6,10490.2,9134.44,13087.9,10516.6,8331.43,9317.85,9836.21,10373.8,10488.7,9837.47,11238.4,9076.36,11065.8,10425.5,11320.7,10589.4,9505.24,9736.07,9963.95,8963.52,10653.6,9622.67,10768.2,10450.4,10950.8,9222.44,9980.07,10005.2,10840.8,9930.42,9867.54,10195.8,9907.54,10649.8,10287,10864.4,9725.79,10298.1,8477.49,10845.6,9611.49,11602.8,10209.2,10689.2,10719.7,9988.76,8630.3,9430.86,10221.7,9331.78,11718.2,10510.6,12065.7,12543.3,10624.9,11782.3,10717.7,11046.1,10463.3,12657.9,9388.51,9042.03,11575.5,8699.75,8824.51,10160.3,9883.32,9763.65,10794.8,7869.28,11376.4,9771.02,10129.9,10161.9,9874.04,"Recr_Virgin",1988
12342.4,11158.6,11332.1,10976.8,11234.7,10887.6,10784.3,8670.66,9207.43,10694.7,10083,9633.71,8337.8,10501.9,10580.6,9343.86,10471.8,8300.35,10271.7,9374.75,9395.97,10387.8,10255.5,8689.4,10193.6,10490.2,9134.44,13087.9,10516.6,8331.43,9317.85,9836.21,10373.8,10488.7,9837.47,11238.4,9076.36,11065.8,10425.5,11320.7,10589.4,9505.24,9736.07,9963.95,8963.52,10653.6,9622.67,10768.2,10450.4,10950.8,9222.44,9980.07,10005.2,10840.8,9930.42,9867.54,10195.8,9907.54,10649.8,10287,10864.4,9725.79,10298.1,8477.49,10845.6,9611.49,11602.8,10209.2,10689.2,10719.7,9988.76,8630.3,9430.86,10221.7,9331.78,11718.2,10510.6,12065.7,12543.3,10624.9,11782.3,10717.7,11046.1,10463.3,12657.9,9388.51,9042.03,11575.5,8699.75,8824.51,10160.3,9883.32,9763.65,10794.8,7869.28,11376.4,9771.02,10129.9,10161.9,9874.04,"Recr_Initial",1989
18545,20109.3,18764.2,17691,18555.1,17511.6,18740.6,19920.9,17787.3,17702.8,17632.4,17987.5,19666.8,20070.5,17909.9,18239.8,20115.4,17305.1,18119.1,18503.3,17316.2,18562.8,16695.8,18705,17248.9,18563.2,17802.9,20129.8,16190.4,18799,17407.3,19834.1,21857.2,17210.4,18568.6,17726.2,19487.6,18834.2,18489.5,19665.3,20563.2,18256.5,18631.9,18462,18357.2,18877.4,18201.3,18377.1,21227.9,16895.6,17455.1,18662.5,20521.3,17812.7,18473.8,21478.8,18048.9,18374,19552.8,18659.1,20369.5,19342.4,19826.8,18416.8,17944,17932.1,19933.1,18030.9,19651.4,16312.9,17131.1,19124.2,18323.1,18073.7,17980.8,20173.4,17747.2,18642.2,19074.7,20542.5,17212.5,18826,18110.9,17295.8,19406.4,18415.4,17527,18485.4,17631,20160.2,18786.4,19222.1,18965.7,19429,17632.6,20464.5,17540.7,17649.4,17112.4,17641.7,"Recr_1990",1990
4962.78,4203.03,5334.22,4687.04,4061.12,3980.18,4116.83,4288.46,3688.44,3959.6,4042.31,5487.11,3851.37,3705.42,4011.98,5210.06,4175.42,4597.88,3593.75,3854.76,4309.84,4783.67,4713.56,4347.39,4461.73,3585.03,4638.87,3588.5,3400.65,3376.17,4209.24,3442.27,3259.67,3426.57,3849.9,4255.47,3595.47,3856.18,4992.5,4268.52,3163.61,4530.91,4378.45,3915.7,4690.06,5274,3614.37,4584.78,4043.75,4317.25,4695.71,4233.96,4238.13,5294.92,4658.66,4384.61,4470.94,4136.07,3358.33,3337.31,4175.81,4551.2,4770.52,4604.47,4572.55,5109.97,3153.06,4543.81,3634.35,4776.77,4973.92,4570.22,4236.1,3291.93,3988.9,3354.78,3833.27,5328.58,4369.99,4035.66,5627.62,4167.28,4077.03,5101.07,3155.25,4024.18,4535.58,4036.12,3793.83,2939.97,3838.77,4271.32,3865.43,3745.26,5132.37,4339.59,4246.02,4539.34,5304.88,5034.08,"Recr_1991",1991
6952.77,7548.11,7139.7,6688.68,8093.74,8126.02,7819.66,6528.19,7827.91,8084.35,6538.19,7463.88,7580.32,8158.34,7298.57,7051.87,7285.81,8626.81,7410.06,8584.67,8645.52,7097.45,7404.9,6976.21,7892.14,7776.94,7694.81,7022.42,7472.05,6996.94,7304.19,7605.53,7526.66,7608.98,7302.14,6758,6413.18,7894.99,6791.71,8454.99,8034.79,6930.66,8148.58,7855.09,8011.21,7006.9,8111.2,7356.07,7499,7727.51,7481.8,8821.77,7260.93,8388.96,6653.46,7243.52,7561.9,7688.53,8132.22,8451.81,7038.95,8557.83,6090.32,7596.01,7746.43,7584.06,8027.55,7769.22,8405.63,9007.67,6747.56,7144.42,6771.68,7537.84,6912.17,7083.45,8499.51,7388.02,7293.54,6894.98,7504.8,7036.14,7472.09,7426.3,8260.6,8517.75,7931.4,7946.24,7509.76,8855.63,8271.44,7544.83,7272,6962.56,7636.47,6991.42,7995.21,8252.12,7044.52,7793.06,"Recr_1992",1992
7369.04,7895.15,6391.66,8266.38,5920.67,7928.7,7493.74,6976.44,6822.26,7833.96,6631.72,6413.96,7479.8,6193.7,6692.52,6924.47,6938.52,7459.73,8421.99,7375.19,6848.93,6631.55,7201.79,6974.37,7521.26,7969.58,7390.29,6723.45,6641.76,9090.62,7594.13,6315.91,8137.49,7499.33,7356.05,6980.46,7208.2,7153.68,7792.35,8243.43,7050.7,6547.07,6477.4,7671.93,6392.91,7580.09,6382.19,6796.6,6987.75,7389.41,8264.31,8058.47,7566.29,5698.1,7218.18,6120.05,6321.2,6736.51,7240.69,7160.05,6195.93,6812.48,6783.93,7079.52,7168.55,8698.68,6071.06,6924.27,8644.1,6418.27,8409.94,6792.32,7326.32,7530.22,7493.56,7807.59,6977.24,8420.84,6443.37,7702.24,7069.19,8677.89,6814.69,7103.6,6706.66,6277.21,6970.18,7150.31,7127.24,6718.92,6764.96,6840.71,7477.31,7945.35,8066.59,6576.33,6573.93,7540.33,6638.75,7161.27,"Recr_1993",1993
5737.56,5352.12,6081.83,6390.86,6711.79,6354.47,5453.89,6601.95,5291.23,5094.03,5586.23,6296.88,6219.38,6036.09,7170.57,5635.74,5753.65,5952.85,6603.93,6190.47,5230.67,5738.53,6420.89,6755.66,6158.61,4966.99,6073.41,5608.67,5943.88,5603.37,4445.04,7406.76,5319.83,5582.06,5968.56,6621.71,5989.94,6102.41,6468.29,5690.97,5410.82,6153.52,6770.6,5904.3,6687.81,6168.48,5759.05,6115.47,4391.84,6903.89,5902.08,5721.29,6071.75,5430.7,6345.52,5653.95,6719.84,5379.8,6136.79,7167.96,5966.9,5485.84,6328.42,5987.08,6165.28,6052.94,5879.17,5777.97,4531.91,6183.69,5569.63,6478.58,6127.14,5935.61,6165.74,6204.9,6507.88,5407.88,5056.73,5235.22,6927.13,5717.14,6175.08,6710.65,6340.38,6290.68,6541.62,5913.49,7300.79,5175.3,5601.6,5885.91,6319.03,5595.98,6251.45,5309.38,5510.49,6071.9,6663.74,6251.2,"Recr_1994",1994
4249.69,4006.14,3655.23,4165.21,5152.18,4768.69,3451.97,4766.79,3902.98,4817.04,3761.61,4069.91,5437.6,3384.17,5072.71,4070.91,4487.74,4695.96,3722.27,5329.81,4228.95,4378.82,3954.66,4737.38,2745.41,4639.21,3646.76,4474.6,4406.87,3834.66,4135.65,3965.63,4748.46,4901.71,4325.18,4084.63,4394.29,4636.88,3694.44,3503.56,3999.8,5094.73,4321.57,4561.96,4410.22,3321.6,3929.24,4621.93,3442.46,3360.29,3972.05,4693.05,4386.01,4466.52,3712.63,3842.62,4785.24,5525.5,4356.34,3993.66,5877.41,3907.09,4730.7,4107.62,4340.15,3963.68,4036.81,4360.87,3521.9,3602.05,3587,4458.9,4633.24,4989.39,5221.01,4377.56,3700.99,4752.45,4230.31,4465.61,3413.18,3883.31,4314.35,4230.92,4546.66,4644.79,4689.13,4199.8,3510.19,4562.9,3661.46,4938.87,4366.82,3900.34,3590.06,4263.63,4882.49,4585.29,4609.91,4194.79,"Recr_1995",1995
8676.57,9288.74,9386.62,8214.37,8616.27,9345.85,9357.59,7390,8666.05,8561.94,9435.36,9005.37,8804.52,9772.79,7895.44,7476.92,8403.76,8872.33,8411.55,7344.16,9021.48,8829.69,8707.47,7991.08,9493.51,10491,8896.82,9234.64,8414.99,8067.28,9094.46,7771.4,8985.58,7753.16,9837.93,7580.53,10142.2,9553.28,8299.89,8763.13,9366.93,8459.69,7535.25,7932.66,8353.73,8628.71,8871.13,8415.08,9287.34,8511.16,8556.44,8330.79,8270.7,8292.21,9596.42,9331.09,8359.21,8709.49,8522.74,8002.72,8209.76,8371.09,8297.85,9769.8,9408.27,8038.26,8317.23,9118.53,8358.7,8787.51,9478.14,9056.71,9207.62,9467.21,7218.71,8824.59,9103.45,8065.71,9745.22,10097.4,8742.46,9207.63,9589.15,7862.66,8526.31,8234.42,8288.38,8098.13,8867.79,8778.28,9931.53,9275.18,8026.53,8054.07,8723.47,8167.66,8882.71,9854.4,8501.19,8117.84,"Recr_1996",1996
7205.91,5552.01,6213.36,6129.97,6443.27,5676.39,7376.69,6728.9,6153.77,5585.57,6946.4,5606.55,5740.74,6116.48,5390.48,6778.86,6279.79,6608.85,5877.29,6522.02,4852.25,5862.55,7744.89,5701.44,6061.32,5677.69,5832.04,5984.03,6484.85,5783.33,6837.3,5717.65,5639.88,5623.15,6736,6290.71,4991.65,6225.23,6222.12,6367.07,6390.38,5257.05,6711.18,6730.18,5903.06,5579.89,5966.7,5270,7766.01,6888.62,6570.83,6407.22,6839.66,7528.47,6415.87,6458.14,5777.45,5798.32,5916.3,6096.18,6353.72,6760.01,6116.76,6443.64,5948.2,6054.53,8229.26,7058.08,6159.35,6768.98,5615.07,4466.96,5590.63,5453.23,5447.41,6433.49,5997.75,6951.3,6463.06,5741.61,6359.69,5444.18,6231.36,5357.95,5116.86,6738.77,5680.01,6150.67,6644.31,6148.3,5905.02,5473.28,6802.78,5981.54,4870.33,6730.48,6883.61,4868.3,5115.63,6693.84,"Recr_1997",1997
