"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
1,0.000112114,TRUE,0.157868,623.667,0.300632,395,405,8225.62861443429
2,0.000207036,TRUE,0.134481,707.598,0.238676,395,405,10877.0462589585
3,4.21711e-05,TRUE,0.146726,680.752,0.262276,395,405,9688.54946824472
4,0.000110289,TRUE,0.150498,655.436,0.268814,395,405,10387.4123385569
5,0.00254932,TRUE,0.14329,674.018,0.26423,395,405,8738.20438847991
6,0.000170639,TRUE,0.138389,684.028,0.268813,395,405,8760.602849512
7,2.70307e-05,TRUE,0.157717,619.964,0.336779,395,405,9159.34547114533
8,6.30794e-05,TRUE,0.151683,655.593,0.286059,395,405,9474.60177458657
9,9.09832e-05,TRUE,0.150006,666.958,0.251041,395,405,8437.15124162017
10,0.000230721,TRUE,0.135453,691.128,0.258567,395,405,9013.51142514044
11,0.000336858,TRUE,0.145473,668.034,0.283116,395,405,8080.42702704142
12,0.00049341,TRUE,0.148359,670.429,0.256147,395,405,10406.6468378092
13,9.16307e-05,TRUE,0.135431,703.023,0.228712,395,405,8209.52217181997
14,1.41352e-05,TRUE,0.164919,624.949,0.312066,395,405,9978.22003308146
15,0.000103892,TRUE,0.146007,679.596,0.250304,395,405,10389.1783487611
16,0.000563276,TRUE,0.152725,650.519,0.283052,395,405,10638.342811858
17,0.000187919,TRUE,0.152373,658.601,0.270564,395,405,8538.92157897306
18,3.04678e-05,TRUE,0.157912,634.588,0.305883,395,405,9586.29736502028
19,0.00165789,TRUE,0.16037,639.373,0.276696,395,405,9257.04349812302
20,5.39298e-05,TRUE,0.142398,679.791,0.241441,395,405,7403.95799209332
21,0.000178463,TRUE,0.164417,628.421,0.289163,395,405,10051.7296182711
22,0.00127385,TRUE,0.148486,653.243,0.287146,395,405,9921.40675296937
23,0.000131765,TRUE,0.153913,654.404,0.274441,395,405,9554.90581994051
24,0.000306229,TRUE,0.155214,635.89,0.285163,395,405,9224.7927266456
25,0.000482213,TRUE,0.144861,672.03,0.256499,395,405,9206.08539177965
26,5.62346e-05,TRUE,0.15764,634.841,0.293964,395,405,8281.17379489163
