"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
1,0.00106373,TRUE,0.0875812,1010.49,0.191672,395,405,9943.55617745788
2,0.000428149,TRUE,0.0828272,1042.32,0.172704,395,405,9817.67881313429
3,0.000363953,TRUE,0.0845443,1028,0.183243,395,405,9765.97807905
4,3.08894e-05,TRUE,0.0818731,1042.02,0.183609,395,405,9543.92399400778
5,0.000314015,TRUE,0.0873703,1016.46,0.168298,395,405,9732.73280920046
6,7.37379e-05,TRUE,0.088799,1002.85,0.170417,395,405,9872.02225007996
7,0.00108181,TRUE,0.0851737,1022.25,0.173643,395,405,9581.79286389941
8,1.28676e-05,TRUE,0.0875996,1000.34,0.181595,395,405,10190.4878455285
9,0.000136398,TRUE,0.0895837,994.313,0.192764,395,405,10158.9462479432
10,0.00122789,TRUE,0.0832168,1028.29,0.186937,395,405,9861.0703847921
11,0.000647463,TRUE,0.0848853,1036.66,0.164685,395,405,9590.80398375429
12,7.871e-05,TRUE,0.0891055,993.356,0.194323,395,405,9794.34052114294
13,0.000201187,TRUE,0.0846708,1029.16,0.164213,395,405,9815.91178998477
14,0.000190611,TRUE,0.0822087,1048.08,0.17668,395,405,9303.81676698147
15,0.000174466,TRUE,0.089292,994.656,0.189905,395,405,9945.64454352592
16,0.0028987,TRUE,0.0911722,979.332,0.177162,395,405,10254.3778428295
17,8.87925e-05,TRUE,0.0883628,999.327,0.169879,395,405,10191.7107774444
18,5.53623e-05,TRUE,0.0879265,997.78,0.18334,395,405,10022.4213786401
19,9.7964e-05,TRUE,0.0863181,1011.28,0.172007,395,405,9796.29958514704
20,0.0004139,TRUE,0.0901068,991.684,0.175607,395,405,9925.67387523868
21,6.96713e-05,TRUE,0.0897935,994.926,0.177205,395,405,10123.8570332729
22,5.6375e-05,TRUE,0.0897115,997.72,0.182604,395,405,9929.24776109461
23,4.68132e-05,TRUE,0.0885906,1005.51,0.176989,395,405,9865.1142525861
24,3.67844e-05,TRUE,0.0903535,987.219,0.174456,395,405,9709.88774056798
25,0.000126746,TRUE,0.0871035,1011.42,0.170145,395,405,10358.8861960492
26,0.000365787,TRUE,0.0851611,1016.62,0.159487,395,405,9569.53601509033
27,4.6967e-05,TRUE,0.0881971,1011.02,0.166831,395,405,9984.60813787813
28,5.84057e-05,TRUE,0.0915578,987.715,0.192923,395,405,9971.63658063791
29,0.00151576,TRUE,0.0842451,1013.82,0.168284,395,405,9286.34202286591
30,6.22747e-05,TRUE,0.0849579,1019.67,0.177649,395,405,9971.43714990062
31,0.0001394,TRUE,0.0856101,1018.49,0.163586,395,405,9712.12127159453
32,5.13948e-05,TRUE,0.0858481,1022.9,0.170232,395,405,9738.47681587325
33,7.59399e-05,TRUE,0.0929526,972.056,0.202693,395,405,10393.6466560683
34,0.000143242,TRUE,0.083884,1028.96,0.179199,395,405,9807.9641206755
35,4.47529e-05,TRUE,0.0900496,988.846,0.166249,395,405,9720.76890715326
36,3.23907e-06,TRUE,0.0878949,1004.04,0.171021,395,405,9588.79012638013
37,0.00113603,TRUE,0.0867285,999.913,0.186721,395,405,9829.56539442959
