"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
1,0.00054992,TRUE,0.09986,1000.76,0.0961385,395,405,9976.22458862594
2,0.000120376,TRUE,0.0967276,1016.06,0.0933835,395,405,9850.72169490104
3,7.07248e-05,TRUE,0.0996675,1000.74,0.0978962,395,405,9947.03703123388
4,1.47494e-05,TRUE,0.098225,1008.35,0.0988771,395,405,9768.61524913329
5,0.00160614,TRUE,0.0981567,1009.37,0.0991507,395,405,9919.0259010623
6,0.00098504,TRUE,0.0979577,1010.29,0.0985545,395,405,9524.18850461876
7,0.00049219,TRUE,0.0981434,1010.61,0.098035,395,405,9837.23544636863
8,7.2296e-05,TRUE,0.0978985,1011.57,0.0992915,395,405,9890.89583110978
9,0.000159356,TRUE,0.101037,988.477,0.101854,395,405,9939.48015506681
10,0.000221159,TRUE,0.0970909,1015.03,0.0990146,395,405,9708.04303714965
11,0.000221004,TRUE,0.0964368,1019.69,0.0924421,395,405,9531.52495393781
12,4.01611e-05,TRUE,0.0982081,1006.73,0.0958749,395,405,9284.20640980557
13,2.70298e-05,TRUE,0.0977905,1008.97,0.0982893,395,405,9730.39723360654
14,6.49236e-05,TRUE,0.0988014,1001.89,0.0976468,395,405,9942.16417703534
15,0.000757823,TRUE,0.0978668,1010.1,0.0931553,395,405,9483.41725279892
16,2.21105e-05,TRUE,0.0982113,1004.46,0.0929774,395,405,9811.39750892562
17,0.000181429,TRUE,0.0989809,1001.49,0.098103,395,405,9683.9969199273
18,0.000581341,TRUE,0.0975405,1014.69,0.0901894,395,405,9890.99474056263
19,7.37114e-05,TRUE,0.0971974,1013.23,0.0956379,395,405,9664.7449281418
20,0.000692788,TRUE,0.0969528,1014.38,0.0948926,395,405,9606.06549177211
21,2.30583e-05,TRUE,0.0993021,1004.64,0.100561,395,405,9818.95519434296
22,0.0040881,TRUE,0.0986418,1003.56,0.0942742,395,405,9659.52737474681
23,0.000370556,TRUE,0.0986183,1003.65,0.101714,395,405,9688.74324117182
24,3.68352e-05,TRUE,0.0989892,1003.23,0.101278,395,405,10197.4197338384
25,1.02907e-05,TRUE,0.0972635,1008.4,0.0992903,395,405,9842.25371599627
26,8.97782e-06,TRUE,0.0986842,1003.03,0.0946436,395,405,9589.17368565632
27,0.00189529,TRUE,0.0964383,1017.95,0.0926761,395,405,9747.44033713141
28,0.000476669,TRUE,0.0988008,1004.87,0.106281,395,405,9915.05908411816
29,0.000126418,TRUE,0.0993441,1000.45,0.102686,395,405,9599.53558765673
30,0.000445991,TRUE,0.0969887,1015.13,0.0899924,395,405,9762.46295970098
31,1.26059e-05,TRUE,0.0988383,1003.94,0.0959574,395,405,9691.94105405151
32,0.000241857,TRUE,0.0983532,1008.52,0.0952693,395,405,10043.3901440485
33,0.000651928,TRUE,0.0951789,1023.26,0.105234,395,405,9572.88593889807
34,0.00288653,TRUE,0.0981614,1004.35,0.0941316,395,405,9737.21089617374
