"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
1,0.000165201,TRUE,0.0964054,1009.66,0.0866039,395,405,9943.45674239328
2,1.07909e-05,TRUE,0.0956105,1015.62,0.0811206,395,405,9851.41126955452
3,2.34507e-05,TRUE,0.0935053,1029.15,0.0810325,395,405,9816.50076236116
4,2.63966e-07,TRUE,0.0950892,1018.62,0.0885771,395,405,9542.30166483068
5,2.79721e-05,TRUE,0.0960163,1011.72,0.0857323,395,405,9573.55606436792
6,3.63379e-05,TRUE,0.0964175,1007.58,0.0867783,395,405,9547.93328397723
7,0.000667,TRUE,0.0944809,1020.48,0.0819843,395,405,9902.27690417827
8,2.79965e-05,TRUE,0.09871,993.263,0.0836857,395,405,10086.6697060397
9,0.000642205,TRUE,0.0956718,1014.55,0.0796063,395,405,9920.31545824884
10,0.000305743,TRUE,0.0965619,1006.87,0.0814991,395,405,10024.3258196182
11,0.000552643,TRUE,0.097195,1004.5,0.0849298,395,405,9715.52110897644
12,0.00385366,TRUE,0.0955839,1012.86,0.0794442,395,405,10056.5556066325
13,7.09314e-05,TRUE,0.0965519,1009.46,0.0845683,395,405,9777.89984310382
14,0.000430686,TRUE,0.0956323,1014.72,0.0785843,395,405,9883.57927565415
15,0.000290301,TRUE,0.0968486,1007,0.0878352,395,405,9828.28763398455
16,6.42972e-05,TRUE,0.0976767,1004.2,0.0865811,395,405,9789.93405943666
17,0.000975411,TRUE,0.095249,1017.03,0.0830596,395,405,9950.91713224657
18,0.000141512,TRUE,0.095772,1013.38,0.0799864,395,405,9928.15560391064
19,0.00692893,TRUE,0.0942234,1025.53,0.0818395,395,405,9871.13380805794
20,0.00391784,TRUE,0.0954006,1019.84,0.0887279,395,405,9496.51340287298
21,0.00154974,TRUE,0.0960888,1010.68,0.0886167,395,405,9718.72776001072
22,0.000231705,TRUE,0.0945813,1022.69,0.0839115,395,405,9899.70264685115
23,2.52269e-06,TRUE,0.0963921,1009.59,0.0825295,395,405,10012.2037207253
24,0.00032548,TRUE,0.0944164,1022.53,0.080192,395,405,9510.10313137916
25,3.16782e-05,TRUE,0.0950465,1016.67,0.0874359,395,405,9986.60525921117
26,2.28172e-05,TRUE,0.0951785,1016.59,0.0834353,395,405,9685.25592136022
27,1.03707e-05,TRUE,0.0968645,1008.51,0.0828773,395,405,10157.2193738695
28,0.00097739,TRUE,0.0960662,1010.44,0.0875593,395,405,9813.06558828488
29,2.9192e-05,TRUE,0.0951093,1015.17,0.0841632,395,405,9906.04048443683
30,0.00150246,TRUE,0.0955231,1013.51,0.0812814,395,405,9735.9451410331
31,5.6305e-06,TRUE,0.0947134,1018.44,0.0862571,395,405,9464.09080128617
32,0.00251779,TRUE,0.0970681,1004.82,0.0834174,395,405,10078.8051712362
33,0.000119882,TRUE,0.0949348,1017.23,0.0811145,395,405,9439.23294488823
34,0.00135679,TRUE,0.0961062,1010.77,0.079656,395,405,9920.61307217678
35,8.12306e-06,TRUE,0.0955308,1014.62,0.0829765,395,405,9377.42046079454
36,2.97296e-05,TRUE,0.0967522,1008.26,0.0893396,395,405,9633.2891604357
37,0.000133037,TRUE,0.0961011,1011.63,0.0867797,395,405,9689.13079865256
38,6.03562e-05,TRUE,0.095298,1017.28,0.083325,395,405,9657.78881629431
39,9.69777e-05,TRUE,0.0951849,1014.26,0.0904709,395,405,9849.53967922002
40,4.42817e-05,TRUE,0.0950118,1018.67,0.0827711,395,405,9759.82745051163
41,0.000198933,TRUE,0.09552,1015.91,0.0793646,395,405,10242.5920864191
42,2.38359e-05,TRUE,0.0956457,1015.55,0.0871376,395,405,10059.9754168735
43,0.00103522,TRUE,0.0945741,1024.35,0.0935045,395,405,9949.32511287036
44,8.52769e-05,TRUE,0.0942398,1023.96,0.0848487,395,405,9728.64591972747
45,3.29023e-05,TRUE,0.0948245,1020.16,0.08401,395,405,9728.5486337547
46,0.00248198,TRUE,0.0958847,1014.57,0.0879126,395,405,9544.01943372492
47,1.88924e-05,TRUE,0.0951244,1018.15,0.0871954,395,405,9750.0725013486
48,2.34648e-06,TRUE,0.0952351,1017.05,0.0836887,395,405,9620.00438999418
49,0.000124231,TRUE,0.0963819,1007.23,0.0893908,395,405,9643.98804818796
50,1.65865e-05,TRUE,0.0962351,1009.26,0.0826083,395,405,10490.863347941
51,0.00135045,TRUE,0.0960507,1012.99,0.0858506,395,405,9893.86354499393
52,0.000139919,TRUE,0.0948312,1019.71,0.0868673,395,405,9771.25313134863
53,5.17222e-07,TRUE,0.0938143,1025.22,0.0805376,395,405,9803.84564068615
54,0.000396121,TRUE,0.0949995,1018.45,0.086603,395,405,9639.36004473452
55,0.000933158,TRUE,0.0960772,1011.94,0.0890787,395,405,10055.0472364221
56,1.44571e-05,TRUE,0.0959726,1012.58,0.0824692,395,405,9995.49729426052
57,0.000176701,TRUE,0.0958682,1014.45,0.0863088,395,405,9631.36269525654
58,0.000536767,TRUE,0.0936217,1025.06,0.0845421,395,405,9285.8777173725
59,5.18443e-05,TRUE,0.0962115,1009.48,0.0903231,395,405,9811.00506087427
60,4.11583e-05,TRUE,0.0978399,1002.32,0.0904169,395,405,10007.1988701819
61,3.54633e-05,TRUE,0.0951215,1017.22,0.0798199,395,405,9833.00634444877
62,3.58668e-05,TRUE,0.0970487,1007.63,0.0832692,395,405,9868.86370835356
63,0.000235721,TRUE,0.094332,1021.24,0.0843181,395,405,9566.37858920927
