"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
40,9.62217e-05,TRUE,0.0976242,1011.63,0.0949285,402.135,452.6065,9584.18861157138
41,1.3984e-05,TRUE,0.0982937,1008.33,0.0906384,397.344,448.0439,10141.2850511689
42,1.61439e-05,TRUE,0.0986492,1005.88,0.0996948,401.45,455.6619,9913.67107300943
43,0.000788399,TRUE,0.097767,1015.29,0.109824,397.781,441.45,9886.64366018467
44,0.000147165,TRUE,0.0971553,1014.34,0.0942187,398.807,446.6486,9655.66433645607
45,8.23296e-05,TRUE,0.0970468,1016.83,0.0958702,396.205,441.6704,9598.3837125001
46,2.21659e-05,TRUE,0.0989466,1004.44,0.101785,399.384,448.2584,9498.50788010035
47,6.73192e-05,TRUE,0.0971816,1014.54,0.0988038,399.306,450.8309,9575.18370724459
48,0.000131385,TRUE,0.0972722,1014.59,0.0948844,396.402,440.8205,9499.64776943797
49,7.80929e-05,TRUE,0.100561,991.958,0.102561,398.443,444.924,9670.255403087
50,8.83465e-05,TRUE,0.0983926,1004.71,0.0958453,399.301,456.39,10312.9946958598
51,0.00024362,TRUE,0.098462,1007.76,0.0982534,399.148,449.4295,9750.0725013486
52,5.08607e-05,TRUE,0.0974216,1012.45,0.0984955,401.764,452.4095,9602.99204259284
53,0.00135466,TRUE,0.0965245,1016.97,0.0927191,398.217,447.9557,9766.85705663051
54,7.67864e-05,TRUE,0.0981338,1009.47,0.102854,403.299,454.9595,9440.17691538045
55,0.00118247,TRUE,0.0984369,1004.52,0.10178,401.197,455.7909,9935.30644994111
56,0.00040518,TRUE,0.0995987,1000.32,0.0941245,398.593,443.0015,9939.77834394428
57,0.0012813,TRUE,0.0976706,1012.87,0.0980556,396.966,444.2562,9522.18863502643
58,4.717e-05,TRUE,0.0955399,1021.54,0.0971789,403.873,462.6159,9030.65337654518
59,7.14282e-05,TRUE,0.0994543,997.205,0.105491,398.836,449.1838,9771.83942412512
60,0.000281532,TRUE,0.100449,996.272,0.103403,400.809,454.331,9840.1870597224
61,9.45922e-05,TRUE,0.0972273,1013.74,0.0909357,398.722,446.585,9706.78107358424
62,2.76329e-05,TRUE,0.099079,1004.06,0.0919918,402.88,455.6231,9665.13152567083
63,0.0012953,TRUE,0.0972335,1013.67,0.0956084,402.453,452.6479,9372.45174477638
64,1.04418e-05,TRUE,0.0992646,1001.24,0.101782,400.651,452.4594,9727.18673228131
65,8.19895e-05,TRUE,0.0969237,1014.77,0.105371,395.952,445.4763,9979.21790497753
66,5.08331e-05,TRUE,0.0980375,1008.23,0.0967424,399.132,444.0394,9546.21481065335
67,0.000865869,TRUE,0.0957871,1025.14,0.0919734,402.727,458.3596,9808.74878919146
68,3.6784e-05,TRUE,0.0981932,1008.22,0.101338,396.497,443.3976,9797.86711847999
69,0.00124133,TRUE,0.0984038,1006.49,0.090751,400.982,452.6005,9737.30826876956
70,0.00038516,TRUE,0.0988248,1005.9,0.103955,396.484,442.411,9906.43673398113
71,0.000488245,TRUE,0.0975535,1012.38,0.0922979,400.175,451.1679,9291.72966350392
72,0.00166322,TRUE,0.0988286,1003.42,0.0929097,397.964,448.5724,9720.47728846036
73,1.3776e-05,TRUE,0.0977454,1013.85,0.0978444,400.181,453.0357,9612.21534142883
74,4.30991e-05,TRUE,0.096151,1018.33,0.0896749,399.386,451.6262,9349.04987993395
75,0.0005472,TRUE,0.0954498,1022.99,0.09231,398.54,446.9316,9310.05241292347
76,8.43407e-05,TRUE,0.100103,1000.1,0.0999595,400.246,448.1127,9357.18709250371
77,0.000514912,TRUE,0.0988832,1005.19,0.0969979,398.984,448.246,9507.91605918189
78,6.70992e-05,TRUE,0.099033,1003.32,0.0928283,400.847,448.0319,9611.3502809764
79,4.23936e-05,TRUE,0.0978326,1010.82,0.0957668,400.856,452.1893,9559.78006473545
80,1.85741e-05,TRUE,0.0987362,1004.19,0.103977,404.61,464.5436,9736.52931526663
81,0.000270441,TRUE,0.098966,1003.72,0.0960567,399.25,452.3271,9535.24297363658
82,7.5184e-05,TRUE,0.0971448,1015.69,0.100275,399.748,451.5146,9782.49653616833
83,3.09208e-05,TRUE,0.0973272,1011.99,0.0917252,401.226,451.4141,10008.4998905995
84,0.000236938,TRUE,0.0985992,1004.87,0.100522,401.668,455.073,9676.05929732301
85,1.16381e-05,TRUE,0.0955936,1025.54,0.0925722,399.363,450.0574,9685.35277440369
86,0.000893018,TRUE,0.096364,1017.1,0.0966475,399.607,449.3331,9779.66002348706
87,0.00200389,TRUE,0.0970691,1015.07,0.0949091,399.638,449.4282,9516.57220074282
88,1.37788e-05,TRUE,0.100582,994.961,0.0979523,399.841,453.6644,9659.43077995603
89,0.000694605,TRUE,0.0955692,1024.94,0.0940409,397.856,445.1214,9792.28392558358
90,2.06678e-05,TRUE,0.0987954,1006.71,0.0995701,398.279,448.917,10010.0012781843
91,0.000106145,TRUE,0.0971641,1018.58,0.103442,400.077,443.6704,9329.6240660338
92,0.000905345,TRUE,0.0981896,1005.88,0.099062,400.259,451.5278,9603.85635076996
93,1.66011e-05,TRUE,0.0977725,1010.61,0.0886866,402.709,457.4306,9857.12674541863
94,8.38695e-05,TRUE,0.0982301,1006.27,0.0989044,398.717,448.7176,9824.06237879689
95,7.58053e-06,TRUE,0.0973681,1014.05,0.100169,398.292,445.6606,9584.38029726045
96,0.000247855,TRUE,0.0985905,1005.25,0.100648,398.962,447.5937,9851.01722098476
97,0.000201954,TRUE,0.0975724,1009.74,0.0984922,398.03,442.7445,9630.97744845371
98,9.30731e-05,TRUE,0.09754,1010.71,0.101539,398.702,450.9868,9871.92353035106
99,0.000697503,TRUE,0.098879,1000.14,0.101703,396.795,443.649,10178.1648121741
100,0.00286546,TRUE,0.0991784,1000.9,0.10076,402.943,458.6455,9650.93421990441
