"run","max_gradient","converged","K","Linf_mm","CV_old","L50_mm","L95_mm","R0_thousands"
1,0.00489262,TRUE,0.0905472,990.105,0.184509,395,405,10057.5613124776
2,5.46177e-05,TRUE,0.0847655,1029.3,0.182888,395,405,9742.66526135531
3,0.000585064,TRUE,0.0887747,1002.88,0.179234,395,405,9738.67158735726
4,0.000181217,TRUE,0.0857937,1025.5,0.171028,395,405,9775.55342872246
5,0.000153763,TRUE,0.0830986,1037.27,0.168084,395,405,9612.8882200532
6,2.92943e-05,TRUE,0.0857735,1006.36,0.186245,395,405,9411.89882298147
7,0.00165295,TRUE,0.0849444,1028.4,0.179265,395,405,9548.41069257654
8,0.000136922,TRUE,0.0858588,1017.2,0.17522,395,405,10084.2491957831
9,8.65653e-05,TRUE,0.0863022,1015.25,0.1518,395,405,10199.4594217472
10,0.000271314,TRUE,0.0841774,1038.24,0.176355,395,405,9666.87140592997
11,5.81361e-05,TRUE,0.0895016,996.191,0.174425,395,405,10218.2437033226
12,2.27262e-05,TRUE,0.0852609,1034.5,0.165367,395,405,9730.68914990228
13,0.000466571,TRUE,0.0859426,1005.6,0.167628,395,405,9470.43386681269
14,0.000408935,TRUE,0.0834443,1029.53,0.183047,395,405,10296.0952458952
15,3.53933e-05,TRUE,0.0877432,998.524,0.183934,395,405,10031.0443683799
16,0.000816773,TRUE,0.0886733,1000.35,0.180424,395,405,9954.40056280764
17,0.000119847,TRUE,0.0899454,997.804,0.166793,395,405,9457.9411411214
18,0.000305819,TRUE,0.082714,1045.57,0.167046,395,405,9510.4835431126
19,0.000204019,TRUE,0.0883215,997.382,0.184673,395,405,9686.708818713
20,0.00047426,TRUE,0.0854018,1015.98,0.167389,395,405,9434.89189625131
21,0.00107369,TRUE,0.0870884,1001.87,0.178379,395,405,10095.9537121572
22,5.34573e-05,TRUE,0.0877415,1007,0.177994,395,405,10173.1787331053
23,0.000526048,TRUE,0.0844487,1034.47,0.166752,395,405,9634.34888052688
24,8.57209e-05,TRUE,0.087152,1012.13,0.182785,395,405,9788.75933783425
25,5.89018e-06,TRUE,0.0899888,985.292,0.181292,395,405,10067.5232285117
26,2.86787e-05,TRUE,0.0876773,1000.68,0.174767,395,405,9995.79716367737
27,0.000551918,TRUE,0.0868189,1000.7,0.188009,395,405,10078.0996795668
28,9.4059e-05,TRUE,0.0841078,1034.89,0.159369,395,405,9760.9010905803
29,6.68547e-06,TRUE,0.0872091,1004.18,0.176167,395,405,10317.3270633655
30,1.75336e-05,TRUE,0.0852322,1019.68,0.17675,395,405,10050.7244955663
31,2.04592e-05,TRUE,0.0851803,1017.64,0.160238,395,405,9773.59851353476
32,0.000296739,TRUE,0.0852447,1021.52,0.181021,395,405,9892.37957676258
33,0.000368999,TRUE,0.0833465,1027.45,0.173442,395,405,9498.69785215768
34,0.00012889,TRUE,0.0850305,1028.72,0.164695,395,405,9431.87321385945
35,0.000742721,TRUE,0.0850173,1015.93,0.178099,395,405,9710.76166979086
36,0.000112775,TRUE,0.0923191,978.785,0.190827,395,405,9937.69120964883
37,0.000247344,TRUE,0.0861544,1008.51,0.176529,395,405,9962.06840298062
38,7.18482e-06,TRUE,0.0841483,1034.01,0.175626,395,405,9081.91179915127
39,0.000190808,TRUE,0.0876723,1008.23,0.174923,395,405,10319.0811580601
40,8.75495e-05,TRUE,0.0860853,1015.68,0.182659,395,405,9874.4905641689
41,0.000237552,TRUE,0.08603,1015.22,0.16205,395,405,9837.13707450603
42,5.48027e-06,TRUE,0.0891208,997.272,0.178525,395,405,9786.31245387302
43,0.000324503,TRUE,0.086404,1018.69,0.184956,395,405,9899.8016443726
44,0.000410762,TRUE,0.0884134,1000.55,0.193387,395,405,9809.92590967199
45,4.47661e-05,TRUE,0.0906045,991.768,0.180108,395,405,9690.48737192229
46,1.15337e-05,TRUE,0.0862955,1005.36,0.170238,395,405,10346.359523917
47,2.68543e-05,TRUE,0.0818502,1038.37,0.168216,395,405,9512.57607966267
48,1.30878e-05,TRUE,0.0854491,1006.68,0.165693,395,405,9791.59848969934
49,1.40233e-05,TRUE,0.0822378,1040.59,0.157626,395,405,9418.11272656726
50,0.000884269,TRUE,0.0848246,1028.83,0.17239,395,405,9316.75806440564
51,9.28984e-05,TRUE,0.0854898,1019.92,0.165065,395,405,9922.29971976004
52,1.13196e-06,TRUE,0.086046,1020.08,0.175181,395,405,9869.55455299243
53,8.55998e-05,TRUE,0.0852762,1009.52,0.175166,395,405,9762.75583798293
54,3.06469e-05,TRUE,0.0876104,1008.86,0.168304,395,405,9777.50873493231
55,0.000355498,TRUE,0.0872165,1017.2,0.179195,395,405,9525.61724004692
56,3.96476e-05,TRUE,0.088431,1001.09,0.188431,395,405,9845.10838348068
57,1.29649e-05,TRUE,0.0865553,1013.64,0.167829,395,405,9658.27171780756
58,0.000694293,TRUE,0.0880841,998.463,0.190159,395,405,10061.7863754299
59,4.69758e-05,TRUE,0.086886,1017.06,0.184748,395,405,9822.98179136863
