"replist1","replist2","replist3","replist4","replist5","replist6","replist7","replist8","replist9","replist10","replist11","replist12","replist13","replist14","replist15","replist16","replist17","replist18","replist19","replist20","replist21","replist22","replist23","replist24","replist25","replist26","replist27","replist28","replist29","replist30","replist31","replist32","replist33","replist34","replist35","replist36","replist37","replist38","replist39","replist40","replist41","replist42","replist43","replist44","replist45","replist46","replist47","replist48","replist49","replist50","replist51","replist52","replist53","replist54","replist55","replist56","replist57","replist58","replist59","replist60","replist61","replist62","replist63","replist64","replist65","replist66","replist67","replist68","replist69","replist70","replist71","replist72","replist73","replist74","replist75","replist76","replist77","replist78","replist79","replist80","replist81","replist82","replist83","replist84","replist85","replist86","replist87","replist88","replist89","replist90","replist91","replist92","replist93","replist94","replist95","replist96","replist97","replist98","replist99","replist100","Label","Yr"
9934.44,9798.95,9930.24,9725.99,9895.91,9470.81,9832.98,9837.18,9847.05,9793.04,9472.53,9248.92,9698.33,9919.09,9403.17,9773.88,9653.35,9974.04,9632.62,9653.91,9750.96,9579.64,9726.16,10112.8,9823.57,9556.02,9754.66,9768.65,9523.94,9733.8,9635.13,9916.44,9634.14,9716.2,9658.09,9597.94,9562.84,9917.07,9769.91,9590.68,9938.99,9701.94,9699.8,9864.4,9296.12,9346.98,9529.34,9779.36,9785.64,9844.91,9754.28,9572.39,9526.71,9633.58,9795.95,9883.78,9709.99,9759.28,9844.75,10003.3,9550.85,9835.93,9728.65,9671.16,9443.49,10030.2,9443.93,9315.65,9546.74,9465.75,9803.77,9160.43,9601.82,9925.3,9772.82,9803.97,10005.3,10012.8,9929,9274.99,9767.86,9875.06,9789,9926.98,9646.09,9914.58,9284.67,10043.3,9743.8,9738.98,9992.37,9639.52,9797.88,9410.42,9281.19,9932.35,9617.2,9441.66,9425.71,9694.88,"Recr_Virgin",1988
9934.44,9798.95,9930.24,9725.99,9895.91,9470.81,9832.98,9837.18,9847.05,9793.04,9472.53,9248.92,9698.33,9919.09,9403.17,9773.88,9653.35,9974.04,9632.62,9653.91,9750.96,9579.64,9726.16,10112.8,9823.57,9556.02,9754.66,9768.65,9523.94,9733.8,9635.13,9916.44,9634.14,9716.2,9658.09,9597.94,9562.84,9917.07,9769.91,9590.68,9938.99,9701.94,9699.8,9864.4,9296.12,9346.98,9529.34,9779.36,9785.64,9844.91,9754.28,9572.39,9526.71,9633.58,9795.95,9883.78,9709.99,9759.28,9844.75,10003.3,9550.85,9835.93,9728.65,9671.16,9443.49,10030.2,9443.93,9315.65,9546.74,9465.75,9803.77,9160.43,9601.82,9925.3,9772.82,9803.97,10005.3,10012.8,9929,9274.99,9767.86,9875.06,9789,9926.98,9646.09,9914.58,9284.67,10043.3,9743.8,9738.98,9992.37,9639.52,9797.88,9410.42,9281.19,9932.35,9617.2,9441.66,9425.71,9694.88,"Recr_Initial",1989
19187.1,18048.8,18281,16358.5,16055.5,18284.3,17678.5,16323.6,20506.3,15466.1,19422.8,17457,16801.5,19013.4,19797.8,22083.5,20459.5,16844.1,16558.2,20339.7,19920.2,19475.9,18599.9,15683.7,20206.5,21522.9,19480.2,18183.4,18140.8,20219.1,21540.7,17943.2,19343.7,20893.2,16705.9,19930.9,21633.6,20705.7,20997,19038.4,18635.9,20452,20161.6,20348.8,19834.5,19106.3,21736.7,16056,17116.1,19303.3,17557.1,19290.6,20783,20249.1,19989.7,19166.9,21476.7,19575.5,18229.3,18671.7,19124.7,16057.3,18890.3,19870.3,17718.3,15946.4,21786.5,18318.4,18832.7,18698.2,19152.5,21177.9,17710.8,17120.6,20841.8,18764.8,18324,18567.8,17296,22006.1,21979.8,21663.8,19280.7,15727.7,20578.5,23106.7,21705.9,21087,18706.8,21462.3,15293.8,19726.2,17906.6,18242.4,18478.8,17536.3,18347.5,20068.2,19337.4,18592.2,"Recr_1990",1990
5908.97,3806.66,4295.48,3982.24,4775.29,4070.93,4598.02,4461.43,4281.36,5186.86,3854.2,4931.26,4240.15,4233.73,5823.76,4663.07,4495.04,4217.47,4513.73,4796.67,5088.47,3779.39,3273.05,5261.79,4588.24,6635.26,3741.93,5671.44,4376.83,4614.54,4715.23,4358.06,4321.36,3796.37,4265.57,3979.94,3469.46,3424.47,4916.67,3734.44,3946.57,3278.11,4839.11,5835.73,4696.04,4773.47,5337.23,4200.78,3511.57,4537.18,3898.83,6292.97,5990.07,4381.43,4863.68,2924.42,3664.19,4738.52,3373.03,4724.87,4442,4078.26,4064.61,3569.32,3394.22,3034.56,4529.37,4611.74,5449.61,5376.69,3348.65,4481.83,4283.32,4770.21,4769.12,5024.54,4615.33,3390.97,7041.63,3590.64,6167.05,3178.07,3733.19,4144.73,5041.53,4412.95,4549.99,4372.7,5218.7,3131.17,5093.37,5302.44,3795.02,4875.88,2821.21,3320.98,4256.66,4693.83,5448.23,4860.15,"Recr_1991",1991
9236.6,8624.63,7148.8,8403.52,6167.89,7486.49,8222.83,7476.12,8104.37,8413.45,7882.42,7640.83,8807.3,8509.72,5734.15,7610.92,7767.46,7173.35,7213.07,7184,5897.86,7807.94,8048.39,7203.08,8632.61,7104.68,8019.65,6474.91,8689.97,7448.86,8107.08,7742.93,7971.76,10314.1,6905.2,6559.25,8310.69,5499.59,7546.97,8979.4,7390.62,8295.93,6710.73,8359.38,7937.57,9474.25,7616.98,7821.52,8214.89,6007.46,7102.79,9704.41,6776.31,6476.51,6438.17,6013.35,6657.13,8745.78,9137.61,9798.41,5779.72,6775.58,7410.77,9090.88,8279.83,7945.98,6613.42,8891.24,7075.81,8402.18,8129.1,10083.7,7541.39,9372.04,9096.92,8955.41,6971.36,7101.43,6662.2,6983.69,7436.72,6892.15,8016.74,7231.57,9084.07,7305.01,8257.38,5817.83,6002.1,8067.42,8840.07,7464.6,8460.6,8292.11,6785.51,8126.69,8254.83,9075.11,8528.42,9639.83,"Recr_1992",1992
4788.35,6546.28,5964.82,7768.86,8364.16,7390.85,8786.03,8454.47,8322.75,7850.5,6921.31,7166.39,8682.08,7910.86,7223.26,7892.75,7120.17,6853.4,8490.49,7441.45,8476.72,5975.16,7488.3,7244.43,8093.16,7259.93,6778.61,7406.28,6340.38,10617,7454.35,8834.12,7844.98,7321.27,6605.25,6442.74,6989.93,8370.05,7056.31,8503.56,6997.99,4761.27,7315.58,8546.86,6893.4,8177.65,5547.33,8209.56,6922.25,6246.1,6877.98,7740.55,8431.64,8332.23,6900.04,7811.02,7133.46,7172.64,6622.81,6968.59,6456.34,5516.77,6718.83,7231.9,7906.5,7776.5,9737.75,6058.06,6820.39,7354.63,8320.61,6431.06,8109.57,6545.41,7691.04,6685.41,8261.9,5834.65,6646.57,8216.62,5967.3,7493.96,7843.75,7870.49,6684.79,8325.34,8218.75,6583.15,6440.79,7427.11,6120.44,7306.45,8462.37,8781.87,7879.77,6791.5,7425.52,8372.38,7446.74,6400.1,"Recr_1993",1993
5997.66,5639.5,5957.35,7222.24,5570.49,4919.31,5819.4,5712.51,7190.74,6391.82,5668.59,6051.37,5511.87,5537.25,6079.06,6326.99,6375.02,5891.32,6018.41,6152.77,5870.42,7239.82,5153.23,6464.06,4849.96,6437.74,7469.13,6491.16,6140.42,5125.38,5690.38,5175.07,5745.27,4721.68,6248.24,6707.14,6312.91,5485.67,7386.13,6044.7,5182.98,6085.53,5117.23,4857.68,5081.43,4945.89,5289.1,6346.67,5759.85,5950.3,4480.94,4735.22,5884.15,6851.54,5668.22,6301.46,5258.21,5177.22,4998.03,5776.45,6654.29,7410.09,6166.71,6476.48,5815.52,5930.89,6163.46,7810.58,7434.53,5799.69,6602.94,7021.32,5934.16,6326.86,6554.56,5511.65,4795.97,6533.69,5513.25,6395.73,6205.61,5564.9,5493.88,7209.58,8330.37,7276.47,5166.82,5205.15,5867.41,6763.16,6697.71,7900.4,6010.47,5583.63,5199.71,5448.01,5847.79,6582.72,6031.62,6530.52,"Recr_1994",1994
4694,5089.57,3217.52,5017.63,3379.34,4611.61,3263.51,4468.99,4286.64,5244.6,3922.26,3651.52,5327.78,4295.7,4245.54,4142.01,2961.35,3793.07,4049.46,3985.46,3752.62,4176.8,5942.84,3156.35,4593.8,4426.38,3668.77,4159.01,4710.81,4294.74,3348.54,3557.48,4082.96,5343.56,4624.86,5595.68,3300.95,4408.92,3347.43,4083.93,4848.38,3052.96,4121.88,4639.82,4287.94,4434.58,4194.08,5227.82,4451.67,4180.98,4755.6,5493.43,4044.48,4213.07,5317.16,4932.65,4547.63,4555.18,4678.35,3832.83,3514.31,4431.18,4090.85,4912.08,4861.4,3183.78,3587.26,4126.47,3580.35,5956.08,5535.07,3924.8,4510.86,3081.89,4863.57,4272.09,3995.93,5436.68,5025.12,5887.6,4605.97,5023.08,3933.63,3517.11,3170.71,4117.17,3637.61,4358.38,5407.95,2849.51,4020.6,4105.21,4062.56,3934.21,3002.03,4259.08,4753.48,4081.02,4432.44,3911.59,"Recr_1995",1995
8734.13,8293.48,8904.39,6899.68,9470.01,9350.97,8856.74,8263.72,7255.31,8251.03,9939.72,8514.28,7598.49,8753.78,9281.32,9175.46,8233.05,10719.6,7745.58,9329.59,7657.19,9094.36,8368.56,8412.05,7388.39,8309.4,8468.13,7907.6,9073.39,7560.31,8751.66,9559.18,9466.34,9065.68,9496.17,9232.59,8993.95,10820.5,7780.95,8707.03,9298.55,10489.8,9139.95,8720.21,8949.62,9133.64,9772.19,8470.75,8179.49,8091.92,9184.61,8053.47,8729.2,9811.77,9285.5,7823.41,7928.74,9439.75,9945.69,9271.4,11395.2,9164.73,9053.68,7259.02,8650.12,9741.12,9155.36,9828.47,9581.24,9060.16,8008.52,6877.13,7939.04,8752.26,7233.57,8097.34,8546.14,9179.79,9125.21,8303.69,8183.92,9327.51,8113.48,8108.41,7294.13,9401.7,10782.1,7429.71,7958.27,9068.65,8679.97,8719.47,8995.54,8809.23,8581.96,8292.26,9695.38,8226.96,8856.17,9742.83,"Recr_1996",1996
6040.27,5945.15,6486.23,5291.52,6693.71,6667.64,5774.01,6108.07,6819.64,6563.79,5597.49,7029.7,7134.61,5946.32,7058.96,5857.01,6309.63,6076.33,6142.95,5926.8,5760.2,6486.54,5455.22,6978.32,5139.97,6367,7186.21,6100.86,5704.75,6028.15,5502.2,5591.08,5721.68,5773.1,5707.85,5850.24,4867.64,6089.28,6828.42,6581.31,6012.38,6492.97,6400.2,5013.06,5760.02,6255.43,4953.33,5863.43,6106.23,6672.82,6802.6,5962.04,6044.05,4761.89,6347.87,6776.74,7534.62,4153.33,6526.3,5482.18,6815.12,6782.26,5005.5,5252.26,5117.53,6183.36,6745.78,5070.06,4957.64,6891.61,6009.41,5640.39,5605.19,7064.34,5207.92,5621.96,6385.48,5152.98,5172.08,5907.32,5527.03,6012.61,5954.18,5277.09,6274.95,5433.08,5847.82,6235.54,6681.02,7030.69,5254.65,5191.6,5471.68,4827.81,6494.41,5287.71,5824.52,6601.68,5953.5,6167.12,"Recr_1997",1997
21360.3,20661.8,22512.4,24021.4,24062.2,23197.8,24082.1,24178.8,23629,22845.8,24846,23355.6,23852.7,25591.5,23751.9,22945.6,23863.4,22758.7,22481.2,22787.6,22288.3,23528.8,24299.7,22670,22714.4,23101.9,22264.6,22755.7,22717.2,21906.8,21904,20135.5,22315.4,23227.8,24135.8,23488.6,21477.8,22622.2,23629.5,21980.3,23755,24159.6,23946.9,21830.3,21540.8,25184.1,21974,21352,24295.3,21455.1,22886.3,25164.6,23979.4,20599.5,25308.4,22732.3,19898.5,23106.1,23053.6,22856.3,21923.8,23055.8,20611.3,21477.7,22918.1,23764.6,21343.2,22179.9,20750.1,21128.3,22624.3,24218.8,23264.3,19511.1,18820.2,23022.4,23686.5,24109.5,22351.8,21637.9,23026.4,22445.7,24409.3,21913.1,21904.7,22779.1,23471.4,26893.3,21016.9,21703.8,24047.4,21329.3,21505.7,24256.4,21317.6,20926.5,23603.5,22567.5,21944.9,23687.3,"Recr_1998",1998
